Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
calcium-mediated signaling	0.4777294005002221	0.5882239747790614	0.5738991195132637	0.6977588674479493	0.5201317723869271	0.5201317723869271	1.008981874844462	1.008981874844462	0.5005204175289171	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	1.009750989563416	0.701811899626295	1.046899444386889	0.17891307724278663	1.0000637316921397	0.9340851867911376	0.6214923340464144	0.24930576422683623	0.6701675808783866	1.2793868942309423	1.542666688667474	1.1338903782271783	0.4863495481546544	0.4863495481546544	1.0103157020719788	1.0103157020719788	0.6540101260651413	1.0109838491856238	0.8112288261012959	0.4246162553327725	1.4188412761469045	1.2936044013759012
cytoplasmic translation	0.3732754075748922	0.7320274879825545	0.7454886293491317	0.9926490994779358	0.9616109359694512	0.9616109359694512	0.091433904110736125	0.091433904110736125	0.06689930459522031	3.222406801170925	3.222406801170925	3.222406801170925	3.222406801170925	3.222406801170925	3.222406801170925	0.27840018033891917	0.08359710730977224	0.08005158560463352	0	0.2243581805924456	0.4377882794939608	0.08489073234621286	0.19276416781045125	0.468736841225525	0	0.1370383380991512	0.27864048652253154	0.19350419381316117	0.19350419381316117	0.5786383341060873	0.5786383341060873	0.7215709908725991	0.08731856584493602	0.4615575123805414	0.1676477816495104	1.717662480288969	0.09968674885088188
negative regulation of T cell activation	0	0.5526559284759996	0.4123614581156465	0.7685418697113904	0.4880377396493887	0.4880377396493887	1.097692890628291	1.097692890628291	0.8627303874607292	2.7243526594980843	2.7243526594980843	2.7243526594980843	2.7243526594980843	2.7243526594980843	2.7243526594980843	1.2157888394097842	0.8185214936934635	0.9937831315047329	0.2492285862610172	0.9013045250439496	1.1200758444147505	0.7111776104820722	0.6570110445045153	1.131473404022884	1.5787619218660878	1.4434250844264889	1.0360976447831918	1.0407590301453058	1.0407590301453058	0.5306304922938075	0.5306304922938075	1.3436187298228477	0.9046964842408676	0.9005934539468933	0.5795037246951544	1.0605475361218366	1.7878984601560859
negative regulation of cell growth	0.4215034391954703	0.5210026971903676	0.5371197339527944	0.4477946580759676	0.23576748323002716	0.23576748323002716	1.0466956166842605	1.0466956166842605	0.6400937984894957	2.2609653879663147	2.2609653879663147	2.2609653879663147	2.2609653879663147	2.2609653879663147	2.2609653879663147	0.9104272016939	0.459225118482307	0.7478879244112159	0	1.0695692719241423	1.3067726279714635	0.5511634341683412	0.6206140914061625	0.8995288103459121	0.8580130019069591	0.94596258067755	0.9866469879800692	0.6227565707766729	0.6227565707766729	0.7853220798837112	0.7853220798837112	0.92346800068772406	1.010983849185624	0.6456869493471484	0.1902526849359868	1.0464363066316646	1.5579935529416462
negative regulation of cell-cell adhesion	0	0.46280830144017554	0.45110623673020583	0.6029381383188513	0.407438879931812	0.407438879931812	1.0097469913379449	1.0097469913379449	0.5128191621063476	2.1362495645893222	2.1362495645893222	2.1362495645893222	2.1362495645893222	2.1362495645893222	2.1362495645893222	1.1438109537881065	0.7612583154358322	0.9650115330154838	0.1380602063997313	0.933196454671516	1.1119734712703442	0.7050520302732065	0.5532256155208024	1.0902182626129349	1.302001231788747	1.2749879194579976	0.9697413469009384	0.8625609010269457	0.8625609010269457	1.210569374887427	1.210569374887427	1.123491530304617	1.0032996181594287	0.9413290963771808	0.33080202223680977	1.0772769238216182	1.6458555306206983
negative regulation of leukocyte activation	0	0.7243014729873728	0.5167023168826631	0.6677162927332503	0.713474750321953	0.713474750321953	1.17772674970777	1.17772674970777	0.6882441416619116	2.3422066295565314	2.3422066295565314	2.3422066295565314	2.3422066295565314	2.3422066295565314	2.3422066295565314	1.1834411068805402	0.8309554279156067	0.9424413492500556	0.17016427991381894	1.0519070999200246	1.1879546667422949	0.6807051120488586	0.8512369385260953	1.0161171109736435	1.488188603577725	1.6001614991262578	1.2505504622924652	1.0918736295902964	1.0918736295902964	0.6970669156816514	0.6970669156816514	1.2035453739875663	0.8992264869196506	0.8570552208986111	0.7572876238441861	1.374044906113184	1.723221150051567
negative regulation of leukocyte cell-cell adhesion	0	0.4671715485125238	0.3878417839316363	0.7276325255885538	0.41133791251806384	0.41133791251806384	1.0466956166842605	1.0466956166842605	0.7416274785598761	2.5439105270352127	2.5439105270352127	2.5439105270352127	2.5439105270352127	2.5439105270352127	2.5439105270352127	1.2502187053712168	0.701811899626295	0.9454806787643442	0.20833689569198371	0.7765536386930102	1.0508982654138428	0.6060894911131951	0.5582992602963351	1.0554240652864544	1.4139377011509484	1.3359830243667132	0.9583507476180856	1.0031612501736151	1.0031612501736151	0.4480911247246555	0.4480911247246555	1.2685158883657606	0.9677151110439386	0.8727584010567075	0.49050039900150455	1.1154682259685305	1.727091179241346
positive regulation of cytosolic calcium ion concentration	0	0.4606562058792299	0.5767974075043812	0.7183279181975912	0.7585713386117554	0.7585713386117554	1.1184067201140042	1.1184067201140042	0.48087283321472984	2.5290598720255932	2.5290598720255932	2.5290598720255932	2.5290598720255932	2.5290598720255932	2.5290598720255932	0.7649939028107751	0.4809155003363797	0.7614947169582453	0.2052706501501123	0.7668106065715751	0.9664930114188822	0.8918272039501091	0.28559455330479205	0.9069083446594596	0.5987715668841663	1.098797160057254	0.7655639928845168	0.78779923148451	0.78779923148451	1.119813095068693	1.119813095068693	0.35878168711974656	0.7698632805170188	0.4398017106735777	0	1.1893858235880443	1.7638116220888929
positive regulation of endothelial cell migration	0.7562651085578569	1.0262666474899838	0.7756405592130878	0.6492254274862844	0.5747880081570638	0.5747880081570638	1.3462652804678874	1.3462652804678874	0.5534732945415092	2.2175117334084704	2.2175117334084704	2.2175117334084704	2.2175117334084704	2.2175117334084704	2.2175117334084704	1.2127472573868954	0.8160764939725134	1.1840624623389755	0.14997971513575778	0.8697825544884903	1.1800352395429603	0.892794662640877	0.4100633875643644	0.8680456965408228	0.8274658569767168	1.34706366696783	0.9533680242913184	0.992754382564656	0.992754382564656	1.2811924252689983	1.2811924252689983	0.9284534506339612	1.1251079802926207	0.8758106570268814	0.3584367069089634	1.604721390475329	1.6458555306206983
positive regulation of inflammatory response	1.188271639350015	0.404072326644866	0.6990619080230639	0.8689480520919681	0.9421201490500914	0.9421201490500914	1.504715253566016	1.504715253566016	1.2762219484823931	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	2.39196746508994	1.5659020875809848	1.3204804711352998	1.756587824612435	0.668549267739529	1.332304559921954	1.765483609108415	1.386982551572603	1.450399492531229	1.5879890486603667	2.1922057145421077	1.7421414735154497	1.2165309204049022	1.5085374113341536	1.5085374113341536	1.8728261422163175	1.8728261422163175	1.1763552436761016	1.3024282977537087	1.2975011470075604	0.6164463449112673	1.3579385856749295	2.272049670762566
