title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	extract_protocol_ch1.2	taxid_ch1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	data_processing.8	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	time:ch1	tissue:ch1	treatment:ch1	series_id
LS_109_HAM_2h +Mtb	GSM6998084	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939818	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199026	NONE	Alveolar macrophage	2h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
LS_111_HAM_24h +Mtb	GSM6998085	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939817	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199027	NONE	Alveolar macrophage	24h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
LS_112_HAM_24h -Mtb	GSM6998086	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939816	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199028	NONE	Alveolar macrophage	24h post culture	Bronchoalveolar lavage fluid	Uninfected	GSE223863
LS_113_HAM_72h +Mtb	GSM6998087	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939815	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199029	NONE	Alveolar macrophage	72h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
LS_114_HAM_72h -Mtb	GSM6998088	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 72h post culture	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939814	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199030	NONE	Alveolar macrophage	72h post culture	Bronchoalveolar lavage fluid	Uninfected	GSE223863
LS_121_HAM_2h +Mtb	GSM6998089	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939813	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199031	NONE	Alveolar macrophage	2h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
LS_122_HAM_2h -Mtb	GSM6998090	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 2h post culture	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939812	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199032	NONE	Alveolar macrophage	2h post culture	Bronchoalveolar lavage fluid	Uninfected	GSE223863
LS_123_HAM_24h +Mtb	GSM6998091	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939811	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199033	NONE	Alveolar macrophage	24h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
LS_124_HAM_24h -Mtb	GSM6998092	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939810	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199034	NONE	Alveolar macrophage	24h post culture	Bronchoalveolar lavage fluid	Uninfected	GSE223863
LS_125_HAM_72h +Mtb	GSM6998093	Public on Aug 07 2023	Jan 27 2023	Aug 07 2023	SRA	1	Bronchoalveolar lavage fluid	Homo sapiens	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	HAMs were infected with H37Rv Mtb (MOI 1:1) for 2hrs and unbound Mtb washed away with RPMI-HEPES. Cells were then maintanained in RMPI supplemented with 2mM glutamine and 20% human AB serum (Celtic Molecular Diagnostics).	Human alveolar macrophges (HAMs) were isolated from bronchoalveolar lavage fluid, and plated in 96-well Falcon tissue culture plates in 20% autologous plasma in humidified atmosphere with 5% CO2 at 37C  for 2hrs to allow HAMs to adhere. Non-adhering cells were removed by washing with RMPI-HEPES (Sigma).	total RNA	Cells were retrieved from plates using 5mM EDTA (Sigma) and incubating the cells on ice for 30mins. Cells were stored in RNALater (Invitrogen) at -80C. Prior to shipment the cells were spun down and RNALater replaced with Trizol. RNA was isolated using Quick-RNA Microprep Kit (R1050; Zymo Research) as per the manufacturer’s instructions. Isolated RNA was quantified using the Qubit RNA High Sensitivity Assay Kit (Q32852) and Qubit 4 Fluorometer (both from ThermoFisher Scientific).	RNA sequencing libraries were prepared from 25-500ng of Total RNA using the NEB Next directional RNA library preparation Kit with poly (A) enrichment module (Ipswich, MA).	stranded RNA-seq	9606	CLC Genomics Workbench v 20.0	Low-quality sequences and adapters were trimmed.	Trimmed reads were mapped to the human hg38 reference genome.	The reads were assigned to the transcripts using the EM algorithm.	The TMM normalization  in EdgeR and multi-factorial statistics based on a negative binomial Generalized Linear Model (GLM) were carried out for differential expression analysis.	Assembly: hg38	Supplementary files format and content: Ch2+vsCh2-RawCounts.xlsx	Supplementary files format and content: Ch72+VsCh72-RawCounts.xlsx	Supplementary files format and content: Ch24+VsCh24-RawCounts.xlsx	GPL21290	Larry,S,Schlesinger	lschlesinger@txbiomed.org	Schlesinger	Host-Pathogen Interaction Program	Texas Biomedical Research Institute	8715 W. Military Dr	San Antonio	TX	78227	USA	0	Illumina HiSeq 3000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN32939809	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19199035	NONE	Alveolar macrophage	72h post infection	Bronchoalveolar lavage fluid	Mtb infected	GSE223863
