GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.0034482758620689655	30/16323	0.03333333333333333	1.8762068965517242	0.6460186489552965	0.41623942470066955	0.6442224729903977	0.624505585931273	ENDOG	1	21	-1.978623346461616	0.13782270118878573
GO:0000012	single strand break repair	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000028	ribosomal small subunit assembly	16	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	19	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000045	autophagosome assembly	74	0.0034482758620689655	116/16323	0.008620689655172414	0.4852259215219976	-0.7482946458545686	0.8759225354404938	0.8988867966692708	0.871375726826275	CTSD	1	52	-2.8853446273196206	0.05580657217063585
GO:0000050	urea cycle	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	5	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	35	0.020689655172413793	192/16323	0.03125	1.7589439655172414	1.4226824375535534	0.12784308793308183	0.5505612529536001	0.5337109341604243	PRC1/NCAPD3/AURKC/FLNA/CENPE/PRP4K	6	110	-1.8428218053025542	0.15771525474870501
GO:0000076	DNA replication checkpoint signaling	13	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	40	0.0034482758620689655	129/16323	0.007751937984496124	0.43632718524458697	-0.8644167365187747	0.9018892934700782	0.9180842095757329	0.8899855892544882	RAD1	1	72	-3.2107670277542484	0.040314749158080185
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.0034482758620689655	76/16323	0.013157894736842105	0.7406079854809436	-0.3048281689532905	0.7447593318658914	0.8148980642845428	0.7899575293422959	EGFR	1	32	-2.3998368115379196	0.09060872566532245
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000132	establishment of mitotic spindle orientation	36	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	0.0034482758620689655	9/16323	0.1111111111111111	6.254022988505747	2.120368207384579	0.1490266165233285	0.5505612529536001	0.5337109341604243	SUV39H1	1	4	-0.32039526985808364	0.6737248856334204
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	0.006896551724137931	45/16323	0.044444444444444446	2.501609195402299	1.3565660478875956	0.19025256286045933	0.56136207880265	0.5441811930511027	NCBP1/APOBEC1	2	25	-1.4598295530464485	0.23023637221669876
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	0.0034482758620689655	22/16323	0.045454545454545456	2.55846394984326	0.9837375902473381	0.3260702997989956	0.6091586055335781	0.5905148730809562	MOS	1	4	-0.32039526985808364	0.6737248856334204
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0.006896551724137931	25/16323	0.08	4.502896551724137	2.35726522194959	0.07220375012151385	0.5505612529536001	0.5337109341604243	USP4/PRP4K	2	11	-0.6388490009766183	0.5060258272216244
GO:0000245	spliceosomal complex assembly	28	0.010344827586206896	87/16323	0.034482758620689655	1.9409036860879905	1.183432697367772	0.20132765401522146	0.5643647779047257	0.5470919924111632	SRPK1/NCBP1/SLU7	3	39	-1.4990502661997298	0.2215258746221802
GO:0000255	allantoin metabolic process	8	0	0	0	0	0	1	1	1		0	0	0	0
