Unnamed: 0	GSM6506628	GSM6506629	GSM6506634	GSM6506635	GSM6506640	GSM6506643
TSPAN6	300	360	332	269	496	451
TNMD	0	0	0	0	0	0
DPM1	923	1013	1122	1012	1013	1147
SCYL3	262	248	328	284	261	347
C1orf112	251	290	218	204	182	161
FGR	5598	6693	6271	5854	8287	6491
CFH	27	24	167	115	31	60
FUCA2	3472	3893	5464	4480	4443	5065
GCLC	1754	1837	2849	2579	3696	3442
NFYA	4260	4777	4698	4193	5106	4572
STPG1	267	344	341	336	510	550
NIPAL3	1421	1665	1625	1380	2623	2247
LAS1L	1181	1310	1321	1221	1310	1193
ENPP4	808	908	876	710	1062	987
SEMA3F	108	123	185	176	163	209
CFTR	5	5	1	2	4	2
ANKIB1	2149	2202	2723	2356	3160	3254
CYP51A1	6608	6843	8167	7116	7602	8650
KRIT1	947	1023	1000	1044	1059	1082
RAD52	270	279	249	235	504	358
MYH16	11	6	7	7	23	14
BAD	750	988	807	697	1226	1220
LAP3	2307	2794	10661	9033	2322	5868
CD99	1373	1623	1707	1574	2296	2113
HS3ST1	4	1	0	1	0	2
AOC1	1611	1949	2030	1762	1342	1603
WNT16	3	0	4	1	5	8
HECW1	4	1	10	5	5	16
MAD1L1	1331	1563	1740	1637	1690	1849
LASP1	23810	27690	24142	21587	34115	29604
SNX11	1440	1759	2172	1796	1971	2340
TMEM176A	39	36	46	54	31	35
M6PR	10187	11220	15919	13774	12518	15287
KLHL13	32	35	15	38	25	41
CYP26B1	3	7	32	38	14	20
ICA1	244	211	261	229	375	285
DBNDD1	165	197	122	113	391	277
ALS2	1454	1525	1762	1591	2192	2114
CASP10	315	325	489	498	408	483
CFLAR	8820	9042	13991	13108	12446	15317
TFPI	437	483	745	593	896	834
NDUFAF7	451	450	542	554	600	637
RBM5	2403	2561	2836	2725	3500	3257
MTMR7	54	47	62	47	63	47
SLC7A2	89	111	67	57	90	59
ARF5	1388	1573	1386	1249	2017	1685
SARM1	36	30	35	44	62	55
POLDIP2	3409	4199	4539	4101	3951	4470
PLXND1	14234	16613	15937	13583	15942	12886
AK2	3379	3828	4244	3823	3472	4107
CD38	21	35	152	111	18	76
FKBP4	2312	2589	2552	2260	3007	3077
KDM1A	2400	2906	2516	2336	3161	2952
RBM6	2808	2684	3046	2718	3747	3589
CAMKK1	331	364	407	421	677	683
RECQL	3029	3215	3058	2781	3484	2994
VPS50	532	557	720	619	561	700
HSPB6	1	11	7	12	19	17
ARHGAP33	315	326	167	156	289	195
NDUFAB1	1087	1364	1351	1163	1629	1697
PDK4	11	8	7	15	2	4
SLC22A16	546	622	744	586	623	640
ZMYND10	32	26	20	22	25	22
ABCB5	1	1	0	2	1	3
ARX	12	10	14	10	23	25
SLC25A13	1236	1344	1549	1315	1126	1115
ST7	485	572	636	575	627	702
CDC27	6003	6710	7446	6649	6698	7537
SLC4A1	5	1	8	7	2	1
CALCR	0	0	0	0	0	0
HCCS	624	747	813	764	727	912
DVL2	1221	1320	1307	1296	1777	1819
PRSS22	225	269	516	518	443	510
UPF1	2807	3568	3946	3502	4206	4885
SKAP2	3460	3814	3488	2964	3841	3603
SLC25A5	4850	5794	5152	4340	6829	5567
MCUB	74	87	81	72	156	122
HOXA11	221	233	379	316	401	549
POLR2J	1162	1462	1416	1232	1284	1343
DHX33	1217	1376	1476	1380	1489	1593
MEOX1	0	0	0	0	0	0
THSD7A	423	503	489	468	717	726
LIG3	982	1016	989	939	1372	1233
RPAP3	2249	2503	3072	2701	2261	2705
ACSM3	13	17	16	16	15	14
REXO5	152	123	108	75	87	84
CIAPIN1	1042	1257	1342	1128	1249	1409
SPPL2B	857	996	965	960	1478	1317
FAM214B	2385	2679	3264	2841	3534	3673
COPZ2	293	395	464	423	293	379
PRKAR2B	92	112	105	91	133	100
MSL3	837	930	857	847	1230	1041
CREBBP	2964	3539	4212	3968	3537	3831
TSPOAP1	313	289	303	348	310	339
MPO	0	0	1	0	3	1
PON1	0	0	0	0	0	0
GCFC2	498	538	553	468	615	563
WDR54	252	290	192	166	517	325
CROT	264	279	282	244	344	326
ABCB4	1438	1517	1731	1538	1173	1083
KMT2E	4855	5055	4991	4527	6955	5806
RHBDD2	1483	1751	2082	1704	1777	1997
SOX8	1	0	2	3	3	1
IBTK	1673	1810	2178	1926	2144	2155
ZNF195	828	865	1040	1043	996	1029
MYCBP2	4833	5441	4846	4596	7690	6114
FBXL3	1585	1852	1863	1670	2170	2026
ITGAL	233	269	137	138	162	95
PDK2	518	631	537	540	873	811
ITGA3	1411	1775	1325	1240	7500	4434
ZFX	1016	1111	1327	1199	1331	1462
LAMP2	9557	10276	14495	12684	12161	14170
ITGA2B	24	20	22	12	38	22
ASB4	18	18	13	9	23	20
GDE1	2883	3326	3308	3016	3878	3865
REX1BD	659	840	782	730	1128	935
CRLF1	98	117	145	93	120	125
OSBPL7	666	734	779	698	1026	969
TMEM98	2	2	3	1	4	0
YBX2	1	2	3	2	5	1
KRT33A	0	0	0	0	0	0
MAP3K14	1225	1583	1305	1158	966	1061
ABCC8	19	19	40	30	31	22
CACNG3	2	0	3	2	0	0
TMEM132A	2524	2905	2892	2703	4527	3984
AP2B1	11741	13267	12994	11533	15154	13833
TAC1	0	0	0	0	0	0
ZNF263	924	1085	1363	1142	1779	1795
CX3CL1	4	1	1	4	46	13
SPATA20	2538	2918	2814	2636	4338	4048
CACNA1G	176	206	233	239	358	418
TNFRSF12A	1672	2093	2198	1973	3003	3257
DLX6	6	7	11	12	11	9
MAP3K9	68	66	84	53	107	94
RALA	3181	3567	5207	4814	4411	5570
BAIAP2L1	31	36	64	41	54	39
KDM7A	572	529	626	615	1769	1260
ETV1	531	550	286	299	630	438
AGK	634	706	799	758	816	935
ALDH3B1	1097	1277	1431	1273	1257	1195
TTC22	8	5	11	8	7	10
PHTF2	1968	2265	2209	2004	2453	2434
CCL26	3	0	4	1	2	3
FARP2	1248	1420	1643	1399	1230	1244
USH1C	0	0	0	0	0	0
GGCT	1055	1259	1090	1020	1115	1066
DBF4	827	1063	1033	974	1002	1007
TBXA2R	224	293	226	197	495	419
IFRD1	1472	1614	1776	1588	1966	1547
LGALS14	2	2	4	2	4	1
COX10	804	938	980	929	1011	1125
GTF2IRD1	546	714	644	490	1022	986
PAF1	2304	2716	2795	2604	2319	2867
VPS41	3210	3429	4343	3802	3687	3988
ARHGAP44	144	167	102	116	262	194
ELAC2	2106	2490	2728	2330	2519	2785
SCIN	518	538	982	831	744	758
ARSD	699	735	849	712	716	696
PNPLA4	96	102	96	82	112	87
MYH13	0	1	0	0	0	0
ADIPOR2	1613	1819	1900	1759	1960	2096
CDKL3	82	69	91	84	97	103
UPP2	1	0	0	1	2	1
PRSS21	0	0	0	0	0	0
MARK4	1992	2280	2364	2211	3820	3642
PROM1	0	1	1	0	0	0
CCDC124	1268	1499	1486	1382	1712	1780
CEACAM21	46	51	49	26	20	12
PAFAH1B1	4894	5526	6443	5812	5591	6246
NOS2	16	22	11	13	28	20
DNAH9	2	0	0	1	0	1
KIAA0100	23712	27886	24243	21876	28108	25172
SLC13A2	0	0	0	0	0	0
GAS7	4169	4859	3971	3489	4655	3414
TRAPPC6A	222	231	217	195	368	253
MATK	1060	1096	1123	1060	1457	1468
CEACAM7	0	0	0	0	0	0
CD79B	79	69	92	103	56	99
SCN4A	1	2	5	2	4	5
ST7L	650	778	1024	930	706	837
TKTL1	7	2	3	4	4	5
PAX6	5	8	7	9	19	8
RPUSD1	681	971	993	874	998	1117
RHBDF1	951	1007	874	822	2345	1555
LUC7L	926	944	985	865	1422	1099
CACNA2D2	7	2	8	11	24	17
BAIAP3	23	17	38	45	63	55
TSR3	809	1071	1130	1085	1200	1333
PIGQ	1056	1130	1177	1028	1799	1772
CRAMP1	1526	1651	1810	1632	2525	2176
TEAD3	291	355	470	504	670	850
SELE	0	0	0	0	0	0
DNAJC11	2135	2420	2935	2716	2599	2772
FMO3	1	1	0	0	1	3
MYLIP	334	416	379	363	427	438
NOX1	10	19	16	23	21	14
E2F2	102	127	80	84	36	38
PSMB1	2225	2711	3331	3067	3096	3505
SYN1	6	6	3	6	6	5
JARID2	5219	5749	6869	6248	9668	8260
CDKL5	161	183	193	186	326	316
CAMK1G	3	6	10	9	3	2
CDK11A	929	1089	1218	1298	1325	1307
NADK	3598	4073	7491	6502	4145	5510
TFAP2B	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0
DLEC1	16	11	21	15	30	22
CYTH3	418	502	437	357	790	762
ADAM22	573	691	486	465	725	596
SYPL1	1767	2038	2216	1953	2514	2849
CYB561	131	188	194	209	180	239
SPAG9	9522	10218	12986	11519	17927	15039
CELSR3	578	629	614	609	929	879
AASS	5	1	6	10	8	5
PLEKHG6	13	6	9	14	8	9
SS18L2	460	460	650	574	644	692
MPND	268	332	393	358	238	225
MGST1	3395	4086	5994	5309	4802	6853
CRY1	179	199	225	219	364	358
PGLYRP1	6	4	8	10	4	7
NFIX	261	271	267	200	341	303
ST3GAL1	2717	3150	4909	4270	4520	4949
MMP25	102	99	159	154	90	127
IL32	678	699	763	693	1102	942
PKD1	3137	3642	3489	3171	5794	4572
MAPK8IP2	6	8	13	8	27	27
MED24	2945	3446	3515	3094	4179	4020
RHOBTB2	1968	2315	2278	2095	3984	3365
HEATR5B	1441	1649	1662	1486	2091	1782
