Unnamed: 0	GSM4210635	GSM4210636	GSM4210639	GSM4210640	GSM4210643	GSM4210644
TSPAN6	14	19	9	15	2	9
TNMD	0	0	0	0	0	0
DPM1	762	666	761	715	788	710
SCYL3	189	272	171	324	160	339
C1orf112	69	140	58	119	61	183
FGR	15402	22329	9312	14430	11924	16001
CFH	29	15	33	77	55	42
FUCA2	2388	3292	1891	3083	2210	3661
GCLC	5447	8995	7399	10618	11529	10346
NFYA	1077	904	1102	1068	1126	997
STPG1	34	71	31	84	19	97
NIPAL3	230	520	327	756	195	643
LAS1L	413	438	489	791	559	676
ENPP4	701	653	256	380	466	517
SEMA3F	4	1	10	1	3	0
CFTR	2	2	0	5	3	7
ANKIB1	505	629	460	812	442	879
CYP51A1	5937	4297	5146	3390	6131	4437
KRIT1	598	574	570	789	514	876
RAD52	53	146	56	210	85	195
MYH16	1	2	3	0	0	4
BAD	218	389	198	454	245	588
LAP3	2196	2420	1509	2323	2213	2682
CD99	3952	4350	4015	5736	3832	4775
HS3ST1	38	298	104	964	173	1514
AOC1	48	46	41	90	118	181
WNT16	2	6	5	13	1	4
HECW1	1	4	1	3	2	3
MAD1L1	298	688	317	778	346	985
LASP1	8714	23254	8294	23365	10017	26627
SNX11	806	740	679	1039	1044	1189
TMEM176A	193	74	340	909	1069	1883
M6PR	10766	10779	9664	12299	11268	13331
KLHL13	0	2	2	12	1	10
CYP26B1	1	0	1	0	0	0
ICA1	63	120	28	102	44	164
DBNDD1	18	26	4	15	11	24
ALS2	348	512	306	546	384	623
CASP10	170	445	189	552	171	667
CFLAR	12482	4365	11442	4584	11467	5639
TFPI	562	509	376	443	635	630
NDUFAF7	121	216	208	331	169	300
RBM5	2116	1943	2729	3712	2498	3448
MTMR7	25	14	23	40	36	40
SLC7A2	30	1	3	0	21	7
ARF5	1440	2137	1115	2320	1489	2555
SARM1	113	390	100	514	113	555
POLDIP2	1272	1814	1101	1801	1314	1910
PLXND1	7563	9292	4948	12035	7393	15191
AK2	912	1169	906	1664	931	1554
CD38	215	213	293	372	382	457
FKBP4	923	957	1146	1066	1424	1160
KDM1A	1175	1032	1144	1382	1251	1303
RBM6	852	776	981	1435	1140	1471
CAMKK1	108	1005	201	1177	260	1151
RECQL	1711	1646	1211	1776	1460	1936
VPS50	322	623	314	610	354	820
HSPB6	1	0	0	3	0	0
ARHGAP33	24	51	52	60	52	63
NDUFAB1	736	900	641	910	663	967
PDK4	350	6546	261	8629	264	9029
SLC22A16	16	43	4	48	11	79
ZMYND10	6	15	0	23	2	6
ABCB5	14	6	14	3	6	4
ARX	1	0	0	2	0	1
SLC25A13	864	697	598	596	783	695
