Unnamed: 0	GSM3425229	GSM3425232	GSM3425235	GSM3425238	GSM3425241	GSM3425244
TSPAN6	17	22	6	7	14	24
TNMD	0	0	0	0	0	0
DPM1	1033	1123	508	542	635	762
SCYL3	325	372	160	156	174	208
C1orf112	163	216	210	151	143	189
FGR	4009	3675	14555	9957	12764	10653
CFH	53	105	44	45	34	55
FUCA2	4091	4373	2582	2557	3046	2923
GCLC	3682	3807	6134	7569	5682	8858
NFYA	1079	1272	805	750	917	1026
STPG1	51	65	83	83	59	87
NIPAL3	942	1045	733	718	737	780
LAS1L	181	172	489	406	393	451
ENPP4	1956	2219	364	609	674	760
SEMA3F	0	0	0	0	0	2
CFTR	14	14	2	0	3	0
ANKIB1	2220	2381	981	995	1106	1264
CYP51A1	10035	11182	3169	3629	4923	4335
KRIT1	718	860	428	381	443	524
RAD52	103	145	124	129	133	127
MYH16	0	0	0	0	1	2
BAD	2	0	64	32	34	26
LAP3	10048	9587	4181	4335	7866	5062
CD99	728	670	2330	2952	2603	2913
HS3ST1	0	2	8	0	0	0
AOC1	12	11	107	372	253	305
WNT16	1	1	0	2	1	0
HECW1	7	1	2	0	3	0
MAD1L1	12	14	287	184	129	155
LASP1	5206	5167	19686	18111	18864	19228
SNX11	563	503	917	827	966	966
TMEM176A	272	170	88	677	763	613
M6PR	11858	13525	13066	12617	13059	14593
KLHL13	0	0	1	1	0	1
CYP26B1	0	0	0	0	0	0
ICA1	309	315	283	294	308	375
DBNDD1	1	1	2	4	1	6
ALS2	601	698	511	517	489	604
CASP10	1299	1409	629	638	681	792
CFLAR	15642	19294	4141	3885	5816	4645
TFPI	1462	1634	422	616	818	719
NDUFAF7	371	411	256	259	264	312
RBM5	1570	1733	1937	1765	2009	2296
MTMR7	53	50	21	20	20	36
SLC7A2	77	95	2	1	2	2
ARF5	79	86	838	627	610	705
SARM1	78	69	98	25	68	30
POLDIP2	500	427	1466	1382	1497	1457
PLXND1	787	646	8304	6077	5571	5590
AK2	1579	1649	1363	1168	1352	1476
CD38	148	220	5	2	23	0
FKBP4	390	472	911	741	980	811
KDM1A	1056	1297	903	844	944	1102
RBM6	1337	1608	990	1106	1289	1542
CAMKK1	17	9	222	207	141	171
RECQL	2803	3420	1594	1710	1680	2036
VPS50	1993	2289	884	1092	1132	1285
HSPB6	0	0	0	0	0	1
ARHGAP33	0	0	17	9	5	7
NDUFAB1	787	857	577	709	835	801
PDK4	15	20	60	47	3	28
SLC22A16	145	159	242	90	127	109
ZMYND10	0	0	10	7	3	7
ABCB5	28	31	2	8	3	4
ARX	0	0	0	0	0	0
SLC25A13	923	1111	880	866	1108	1085
ST7	707	780	796	685	797	855
CDC27	3059	3716	1658	1697	1869	2015
SLC4A1	25	53	2	25	24	29
CALCR	5	4	3	1	1	0
HCCS	820	904	528	625	629	671
DVL2	19	19	217	123	93	105
PRSS22	0	0	6	3	15	1
UPF1	197	196	1043	685	717	663
SKAP2	5241	5896	2966	3424	2857	3946
SLC25A5	2492	2464	5101	5576	5207	6150
MCUB	235	267	168	180	110	177
HOXA11	2	2	0	0	0	1
POLR2J	10	17	258	174	192	150
DHX33	354	387	342	301	371	348
MEOX1	0	0	0	0	0	0
THSD7A	1	1	3	5	6	2
LIG3	258	253	488	404	430	486
RPAP3	1341	1553	605	682	726	822
ACSM3	130	134	45	26	19	45
REXO5	99	90	68	59	51	80
CIAPIN1	440	412	802	622	773	722
SPPL2B	2	4	84	43	41	38
FAM214B	435	318	1456	1055	1178	1205
COPZ2	72	67	155	88	78	88
PRKAR2B	212	266	105	89	178	113
MSL3	1085	1231	655	750	742	939
CREBBP	738	798	975	842	961	867
TSPOAP1	1	1	32	30	29	33
MPO	15	6	50	15	29	12
PON1	0	0	0	0	0	0
GCFC2	328	400	189	217	222	257
WDR54	1	0	7	6	1	4
CROT	476	484	317	278	269	298
ABCB4	162	140	121	79	64	91
KMT2E	3052	3820	1618	1545	1917	1883
RHBDD2	121	125	469	309	490	332
SOX8	7	5	8	3	7	8
IBTK	2647	3084	1348	1333	1569	1599
ZNF195	707	783	311	369	386	447
MYCBP2	4546	5687	3207	3102	3196	3795
FBXL3	2392	2905	1373	1304	1467	1649
ITGAL	521	596	2973	1966	1712	2059
PDK2	50	26	593	439	411	428
ITGA3	104	83	3325	2720	1338	2496
ZFX	1068	1154	436	507	559	623
LAMP2	17270	19968	8099	9165	8898	10399
ITGA2B	0	0	1	1	1	2
ASB4	15	15	2	9	6	14
GDE1	2905	3448	1350	1390	1440	1574
REX1BD	6	10	102	97	94	101
CRLF1	3	16	23	32	25	26
OSBPL7	6	8	53	42	40	49
TMEM98	3	4	2	6	9	7
YBX2	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
MAP3K14	22	14	347	263	243	234
ABCC8	7	6	1	2	4	12
CACNG3	1	0	0	0	0	0
TMEM132A	33	36	107	54	100	34
AP2B1	4092	4660	3624	3456	3445	4024
TAC1	0	0	0	0	0	0
ZNF263	294	307	385	361	392	403
CX3CL1	4	6	12	3	9	5
SPATA20	47	27	1048	769	741	796
CACNA1G	0	1	2	2	8	0
TNFRSF12A	19	8	218	129	191	128
DLX6	0	0	1	1	1	2
MAP3K9	23	43	7	5	3	5
RALA	6574	7852	1828	2056	2953	2417
BAIAP2L1	21	20	17	27	36	37
KDM7A	1828	2193	896	822	1178	1126
ETV1	2	1	1	3	1	4
AGK	373	400	366	439	477	510
ALDH3B1	102	85	1814	1320	979	1219
TTC22	15	30	5	3	11	6
PHTF2	3845	4140	1366	1101	1260	1287
CCL26	0	0	0	0	0	0
FARP2	332	386	503	428	476	505
USH1C	0	0	0	0	0	0
GGCT	1070	1103	918	931	1029	1116
DBF4	629	714	294	244	287	329
TBXA2R	2	5	26	15	24	14
IFRD1	901	1050	390	329	409	440
LGALS14	0	1	0	1	1	0
COX10	498	450	387	482	554	520
GTF2IRD1	26	21	239	118	174	123
PAF1	232	277	514	409	458	454
VPS41	5765	6616	3012	3360	3685	3843
ARHGAP44	8	9	8	12	19	12
ELAC2	326	343	979	938	989	1049
SCIN	225	262	363	336	306	383
ARSD	555	627	471	468	476	520
PNPLA4	84	72	122	120	116	121
MYH13	0	0	0	0	0	0
ADIPOR2	1086	1287	868	854	1155	1065
CDKL3	140	166	42	26	49	56
UPP2	0	0	2	1	0	2
PRSS21	1	2	97	59	64	79
MARK4	41	42	154	117	106	111
PROM1	0	0	0	1	1	0
CCDC124	1	1	109	70	48	47
CEACAM21	0	0	42	0	1	2
PAFAH1B1	4546	5328	2880	2774	2850	3252
NOS2	0	1	0	2	0	0
DNAH9	0	0	0	0	2	1
KIAA0100	4561	4595	13694	11234	12410	12095
SLC13A2	0	0	0	0	0	0
GAS7	566	599	3274	3046	1722	3186
TRAPPC6A	0	0	88	43	33	49
MATK	17	17	1220	848	815	737
CEACAM7	0	0	0	0	0	0
CD79B	0	0	11	4	4	3
SCN4A	0	0	0	0	0	1
ST7L	231	284	216	121	189	197
TKTL1	0	0	0	0	1	0
PAX6	12	20	16	33	20	29
RPUSD1	0	0	43	26	21	21
RHBDF1	27	21	235	166	147	174
LUC7L	290	343	340	308	309	420
CACNA2D2	0	2	6	4	3	0
BAIAP3	1	0	2	2	5	3
TSR3	8	5	87	63	60	47
PIGQ	4	1	128	53	47	44
CRAMP1	212	218	420	314	366	373
TEAD3	50	35	289	191	273	241
SELE	0	0	0	0	0	0
DNAJC11	449	415	1120	1097	1269	1186
FMO3	0	1	1	3	3	1
MYLIP	234	260	54	44	70	84
NOX1	3	6	2	2	1	3
E2F2	3	2	100	45	20	55
PSMB1	1381	1546	1451	1418	1681	1626
SYN1	4	4	1	0	5	0
JARID2	885	943	1438	1352	1304	1552
CDKL5	210	255	179	214	136	244
CAMK1G	1	2	19	18	10	8
CDK11A	230	279	292	175	196	216
NADK	1081	1021	2263	1510	1588	1500
TFAP2B	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0
DLEC1	84	53	72	63	66	94
CYTH3	538	537	355	210	203	250
ADAM22	267	268	49	48	75	58
SYPL1	2398	2847	902	1104	1080	1257
CYB561	118	129	122	109	119	156
SPAG9	8134	9206	3990	4006	4839	4800
CELSR3	3	4	17	4	9	9
AASS	69	71	16	10	16	11
PLEKHG6	1	0	1	0	5	5
SS18L2	273	271	201	178	195	242
MPND	21	6	624	327	321	310
MGST1	4900	5425	6304	3036	3130	3558
CRY1	283	323	232	218	236	266
PGLYRP1	0	0	0	0	1	0
NFIX	15	6	35	26	22	24
ST3GAL1	1377	1524	1516	2022	2575	2140
MMP25	2	0	10	5	10	6
IL32	38	36	16	10	34	11
PKD1	2	3	167	89	75	63
MAPK8IP2	3	1	1	2	1	1
MED24	165	152	865	620	665	642
RHOBTB2	349	305	3809	2215	2598	2186
HEATR5B	1268	1443	886	1033	1079	1243
SEC62	5855	6751	2502	2815	3203	3226
