node,type
CHKA,DGIdb
FABP1,DGIdb
ACTC1,DGIdb
MT1F,DGIdb
TEAD1,DGIdb
CRISPLD2,DGIdb
KCNMB1,DGIdb
GRK4,DGIdb
NOS1AP,DGIdb
KCNIP1,DGIdb
PLEKHH2,DGIdb
KCNJ5,DGIdb
KCNA4,DGIdb
MYO9B,DGIdb
CACNA2D1,DGIdb
DRD2,DGIdb
FDFT1,DGIdb
HNMT,DGIdb
SIRT4,DGIdb
SIRT6,DGIdb
SIRT7,DGIdb
SMARCB1,DGIdb
ACTL6A,DGIdb
HYKK,DGIdb
PIP,DGIdb
TFF3,DGIdb
PLD1,DGIdb
PLD2,DGIdb
ZNF423,DGIdb
LRMDA,DGIdb
FMO1,DGIdb
RRAS2,DGIdb
TUBA1A,DGIdb
TUBB4B,DGIdb
ADRA2B,DGIdb
APC,DGIdb
FZD1,DGIdb
STAT3,DGIdb
SLC12A3,DGIdb
ACKR1,DGIdb
ASS1,DGIdb
HMOX2,DGIdb
PTGER4,DGIdb
ERCC6,DGIdb
TBX21,DGIdb
HIF1A,DGIdb
GLCCI1,DGIdb
HCG22,DGIdb
CD1A,DGIdb
SPG7,DGIdb
SNORD68,DGIdb
CHST3,DGIdb
SULT1C4,DGIdb
MECOM,DGIdb
TEK,DGIdb
SULT1A1,DGIdb
KCNJ1,DGIdb
CYP11A1,DGIdb
CCL11,DGIdb
AGTR1,DGIdb
ICMT,DGIdb
ZNF542P,DGIdb
SYK,DGIdb
DBH,DGIdb
ANKK1,DGIdb
NTS,DGIdb
EPM2A,DGIdb
CCK,DGIdb
CCN2,DGIdb
G6PD,DGIdb
HTR4,DGIdb
EHF,DGIdb
CDH4,DGIdb
CNTN4,DGIdb
BCHE,DGIdb
LTF,DGIdb
MSH6,DGIdb
H2AX,DGIdb
AFP,DGIdb
ESRRA,DGIdb
SERPINA6,DGIdb
CYP2D6,DGIdb
CACNG1,DGIdb
CYP3A5,DGIdb
DPEP1,DGIdb
HRH1,DGIdb
ABCC9,DGIdb
GLP1R,DGIdb
SPTA1,DGIdb
PRCP,DGIdb
HTR2A,DGIdb
GLRA1,DGIdb
NISCH,DGIdb
CEL,DGIdb
GDF15,DGIdb
RIPK1,DGIdb
PECAM1,DGIdb
SLC2A3,DGIdb
FOXO3,DGIdb
HPSE,DGIdb
HTR2B,DGIdb
ALOX5,DGIdb
CANX,hub
UBC,hub
PARP1,source
INSR,hub
CCND2,in-path
PRPF6,hub
CD2BP2,in-path
CD2,in-path
KIF14,source
IRS1,in-path
MELK,source
PLSCR1,source
GNPDA1,source
PRPF8,hub
CDK5R1,source
TP53,hub
UBE2C,source
BMP4,source
CBX5,in-path
TRIM28,in-path
CDK5,hub
BMPR1A,in-path
BIRC2,source
pinacidil,drug
fenbendazole,drug
oxibendazole,drug
menadione,drug
niclosamide,drug
paclitaxel,drug
betamethasone,drug
noscapine,drug
quinapril,drug
rimexolone,drug
cilostazol,drug
irinotecan,drug
irbesartan,drug
lovastatin,drug
etoposide,drug
pyrvinium-pamoate,drug
mycophenolate-mofetil,drug
mycophenolic-acid,drug
resveratrol,drug
dopamine,drug
bucladesine,drug
quinine,drug
ropinirole,drug
trazodone,drug
bendroflumethiazide,drug
coumarin,drug
medetomidine,drug
cabergoline,drug
valsartan,drug
fostamatinib,drug
tamoxifen,drug
piperidolate,drug
forskolin,drug
meptazinol,drug
rizatriptan,drug
topotecan,drug
varenicline,drug
diethylcarbamazine,drug
rosuvastatin,drug
ketorolac,drug
azaperone,drug
verapamil,drug
dextromethorphan,drug
atorvastatin,drug
mometasone,drug
dexamethasone,drug
econazole,drug
triamcinolone,drug
simvastatin,drug
fludroxycortide,drug
thalidomide,drug
fluvastatin,drug
hydrocortisone,drug
tubocurarine,drug
mebendazole,drug
homoharringtonine,drug
carbinoxamine,drug
mosapride,drug
chloroquine,drug
ethotoin,drug
amodiaquine,drug
propafenone,drug
montelukast,drug
salmeterol,drug
vorinostat,drug
amlodipine,drug
thiothixene,drug
temozolomide,drug
benazepril,drug
dydrogesterone,drug
minoxidil,drug
lapatinib,drug
quercetin,drug
raloxifene,drug
panobinostat,drug
acetyl-farnesyl-cysteine,drug
naltrexone,drug
rifabutin,drug
mitotane,drug
aniracetam,drug
nimodipine,drug
valproic-acid,drug
metergoline,drug
thiocolchicoside,drug
nilotinib,drug
loperamide,drug
chlorpromazine,drug
dipyridamole,drug
cilastatin,drug
rutin,drug
curcumin,drug
reserpine,drug
ramipril,drug
chenodeoxycholic-acid,drug
phenazopyridine,drug
sirolimus,drug
felodipine,drug
timolol,drug
rilmenidine,drug
levocabastine,drug
terguride,drug
sunitinib,drug
ranolazine,drug
dicycloverine,drug
benzthiazide,drug
meclofenamic-acid,drug
ziprasidone,drug
procainamide,drug
