Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
'de novo' IMP biosynthetic process	0.0012144765606023804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
'de novo' NAD biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373
'de novo' NAD biosynthetic process from tryptophan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373
'de novo' XMP biosynthetic process	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010854396030392309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
'de novo' post-translational protein folding	NA	0.004945340968245705	NA	0.005070014485755674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00432744320230797	0.005298793052693553	0.005132991133924405	0.004566905160602832	0.004669948251924776	0.00549278091650973	NA	0.005827505827505828	0.0042889693070633965	0.004688908926961226	NA	0.0042123933045116945	0.004566905160602832	0.004566905160602832	0.005336179295624333	0.005336179295624333	NA	NA	0.004556962025316456	NA	NA	NA
'de novo' protein folding	NA	0.005726184279021343	NA	0.006035731530661516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004808270224786633	0.005740359140418016	0.005444081505677399	0.00487136550464302	0.004922377887163953	0.006120527306967985	NA	0.00666000666000666	0.004959120761292052	0.005229936880072137	NA	0.004544950670657355	0.005023595676663115	0.005023595676663115	0.005793566092392133	0.005793566092392133	NA	NA	0.004810126582278481	NA	NA	NA
2'-deoxyribonucleotide biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016083634901487736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3'-UTR-mediated mRNA destabilization	NA	NA	NA	NA	NA	NA	0.0027347310847766638	0.0027347310847766638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021708792060784617	NA	NA	NA	NA	NA	0.002283452580301416	0.002283452580301416	NA	NA	NA	NA	NA	NA	NA	NA
3'-UTR-mediated mRNA stabilization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5S class rRNA transcription by RNA polymerase III	NA	0.0013014055179593961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7-methylguanosine cap hypermethylation	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0012405024034734067	NA	0.0010722423267658491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADP catabolic process	NA	0.010411244143675169	0.009394313967861558	NA	0.009237379162191191	0.009237379162191191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008773329079598022	0.007537966965968296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADP metabolic process	NA	0.010671525247267048	0.009641532756489494	NA	0.010096670247046188	0.010096670247046188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925187430212155	0.007981376787495843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIM2 inflammasome complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.416195856873823e-4	NA	9.99000999000999e-4	NA	NA	9.57090445047057e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373
AMP biosynthetic process	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMP catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403
AMP metabolic process	0.0038863249939276173	NA	NA	NA	0.0030075187969924814	0.0030075187969924814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP biosynthetic process	0.011901870293903327	NA	0.011866501854140914	NA	0.010741138560687433	0.010741138560687433	NA	NA	NA	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	NA	NA	NA	NA	NA	NA	NA	NA	0.009248090068355449	0.011000901713255185	0.010847025043866646	0.007870524332113956	NA	NA	NA	NA	0.007767202713051089	NA	0.008860759493670886	0.010828761189719895	NA	NA
ATP synthesis coupled electron transport	0.009958707796939519	NA	0.011124845488257108	NA	0.009237379162191191	0.009237379162191191	NA	NA	NA	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.007693232359658613	NA	0.008243894851454348	NA	0.007699103874794901	NA	NA	NA	0.00938212035920118	0.011361587015329125	0.010208964747168607	0.007648819421350183	NA	NA	NA	NA	0.007876599934361668	NA	0.008607594936708861	0.010828761189719895	NA	NA
Arp2/3 complex-mediated actin nucleation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043552652045419195	NA	NA	NA	NA	NA	NA	NA	0.004625937151060775	NA	NA	NA	NA	NA	0.003938299967180834	NA	NA	NA	NA	NA
B cell activation involved in immune response	0.009230021860578091	NA	0.009641532756489494	0.010864316755190728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011560693641618497	0.011940298507462687
B cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343
B cell differentiation	0.01238766091814428	0.015356585111920874	0.015822002472187888	0.012071463061323033	0.012244897959183673	0.012244897959183673	NA	NA	NA	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	NA	NA	NA	NA	0.010728259497665026	NA	NA	NA	0.011124514140195683	NA	NA	0.010530983261279237	NA	NA	NA	NA	NA	NA	NA	NA	0.017341040462427744	0.021492537313432834
B cell homeostasis	NA	NA	NA	NA	NA	NA	0.0036463081130355514	0.0036463081130355514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003653524128482265	0.0036602297109680675	NA	NA	0.003663003663003663	NA	NA	NA	0.003436426116838488	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209
B cell mediated immunity	0.0162739859120719	0.01691827173347215	0.01508034610630408	0.016417189763399325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013153513153513154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017919075144508672	0.02507462686567164
B cell proliferation	0.010687393733300948	NA	0.009641532756489494	0.009174311926605505	NA	NA	NA	NA	NA	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006983704689058862	NA	NA	NA	NA	NA	NA	NA	NA	0.013294797687861272	0.016119402985074627
B cell receptor signaling pathway	0.008258440612096187	0.008589276418532014	0.00865265760197775	0.00748430709802028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMP signaling pathway	0.012630556230264756	0.013014055179593961	0.014091470951792336	0.013520038628681796	0.012244897959183673	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016119402985074627
Bergmann glial cell differentiation	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C-X-C chemokine receptor CXCR4 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C21-steroid hormone biosynthetic process	NA	NA	0.0032138442521631645	NA	0.0027926960257787323	0.0027926960257787323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C21-steroid hormone metabolic process	0.004129220306048093	0.004945340968245705	0.004697156983930779	0.0043457267020762915	0.004511278195488722	0.004511278195488722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
