from	to	type
fluvastatin	positive regulation of interleukin-6 production	drug-pathway
fluvastatin	triglyceride-rich lipoprotein particle clearance	drug-pathway
fluvastatin	positive regulation of heparan sulfate proteoglycan binding	drug-pathway
fluvastatin	negative regulation of lipase activity	drug-pathway
fluvastatin	regulation of actin filament polymerization	drug-pathway
fluvastatin	regulation of blood vessel diameter by renin-angiotensin	drug-pathway
fluvastatin	regulation of plasma membrane bounded cell projection assembly	drug-pathway
fluvastatin	response to lipoprotein particle	drug-pathway
fluvastatin	regulation of cytokinesis	drug-pathway
fluvastatin	nitric oxide mediated signal transduction	drug-pathway
fluvastatin	neutral lipid catabolic process	drug-pathway
fluvastatin	acylglycerol catabolic process	drug-pathway
fluvastatin	cellular response to lipoprotein particle stimulus	drug-pathway
fluvastatin	positive regulation of organelle assembly	drug-pathway
fluvastatin	negative regulation of lipid biosynthetic process	drug-pathway
fluvastatin	ovarian follicle development	drug-pathway
fluvastatin	modification of postsynaptic actin cytoskeleton	drug-pathway
fluvastatin	cytokine secretion involved in immune response	drug-pathway
fluvastatin	forebrain generation of neurons	drug-pathway
fluvastatin	negative regulation of endothelial cell migration	drug-pathway
fluvastatin	positive regulation of triglyceride metabolic process	drug-pathway
fluvastatin	response to mineralocorticoid	drug-pathway
fluvastatin	intracellular sterol transport	drug-pathway
fluvastatin	negative regulation of heterotypic cell-cell adhesion	drug-pathway
fluvastatin	negative regulation of calcium ion transport	drug-pathway
fluvastatin	sterol catabolic process	drug-pathway
fluvastatin	regulation of low-density lipoprotein particle receptor catabolic process	drug-pathway
fluvastatin	cleavage furrow formation	drug-pathway
fluvastatin	positive regulation of actin filament polymerization	drug-pathway
fluvastatin	negative regulation of cell-matrix adhesion	drug-pathway
fluvastatin	lipoprotein transport	drug-pathway
fluvastatin	lipoprotein localization	drug-pathway
fluvastatin	locomotory exploration behavior	drug-pathway
fluvastatin	negative regulation of plasminogen activation	drug-pathway
fluvastatin	cellular response to low-density lipoprotein particle stimulus	drug-pathway
fluvastatin	cellular response to very-low-density lipoprotein particle stimulus	drug-pathway
fluvastatin	regulation of receptor catabolic process	drug-pathway
fluvastatin	regulation of cell adhesion mediated by integrin	drug-pathway
fluvastatin	angiogenesis involved in wound healing	drug-pathway
fluvastatin	positive regulation of lipid transport across blood brain barrier	drug-pathway
fluvastatin	regulation of heparan sulfate binding	drug-pathway
fluvastatin	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	drug-pathway
fluvastatin	regulation of extent of cell growth	drug-pathway
fluvastatin	regulation of endothelial cell apoptotic process	drug-pathway
fluvastatin	high-density lipoprotein particle assembly	drug-pathway
fluvastatin	lipid digestion	drug-pathway
fluvastatin	endothelial tube morphogenesis	drug-pathway
fluvastatin	positive regulation of monocyte chemotaxis	drug-pathway
fluvastatin	regulation of modification of synaptic structure	drug-pathway
fluvastatin	regulation of extrinsic apoptotic signaling pathway via death domain receptors	drug-pathway
fluvastatin	negative regulation of protein processing	drug-pathway
fluvastatin	negative regulation of protein maturation	drug-pathway
fluvastatin	regulation of interleukin-1 secretion	drug-pathway
fluvastatin	high-density lipoprotein particle clearance	drug-pathway
fluvastatin	cell adhesion molecule production	drug-pathway
fluvastatin	regulation of phospholipid catabolic process	drug-pathway
fluvastatin	establishment or maintenance of cytoskeleton polarity	drug-pathway
fluvastatin	negative regulation of oxidative phosphorylation	drug-pathway
fluvastatin	secretion by tissue	drug-pathway
fluvastatin	negative regulation of immune effector process	drug-pathway
fluvastatin	positive regulation of steroid metabolic process	drug-pathway
fluvastatin	sterol esterification	drug-pathway
fluvastatin	cholesterol esterification	drug-pathway
fluvastatin	regulation of intestinal absorption	drug-pathway
fluvastatin	response to selenium ion	drug-pathway
fluvastatin	organophosphate ester transport	drug-pathway
fluvastatin	lipoprotein catabolic process	drug-pathway
fluvastatin	regulation of alpha-beta T cell differentiation	drug-pathway
fluvastatin	negative regulation of microglial cell activation	drug-pathway
fluvastatin	phosphatidylcholine catabolic process	drug-pathway
fluvastatin	synaptic transmission, cholinergic	drug-pathway
fluvastatin	regulation of monocyte chemotaxis	drug-pathway
fluvastatin	establishment or maintenance of apical/basal cell polarity	drug-pathway
fluvastatin	regulation of very-low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	negative regulation of very-low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	regulation of substrate adhesion-dependent cell spreading	drug-pathway
fluvastatin	regulation of protein homooligomerization	drug-pathway
fluvastatin	monoterpenoid metabolic process	drug-pathway
fluvastatin	omega-hydroxylase P450 pathway	drug-pathway
fluvastatin	epoxygenase P450 pathway	drug-pathway
fluvastatin	vasodilation	drug-pathway
fluvastatin	glycerophospholipid catabolic process	drug-pathway
fluvastatin	positive regulation of heparan sulfate binding	drug-pathway
fluvastatin	regulation of cellular response to very-low-density lipoprotein particle stimulus	drug-pathway
fluvastatin	lipid transport across blood brain barrier	drug-pathway
fluvastatin	steroid catabolic process	drug-pathway
fluvastatin	morphogenesis of an endothelium	drug-pathway
fluvastatin	adhesion of symbiont to host	drug-pathway
fluvastatin	positive regulation of alpha-beta T cell activation	drug-pathway
fluvastatin	negative regulation of alcohol biosynthetic process	drug-pathway
fluvastatin	negative reguation of sterol biosynthetic process	drug-pathway
fluvastatin	positive regulation of cholesterol storage	drug-pathway
fluvastatin	sterol import	drug-pathway
fluvastatin	cholesterol import	drug-pathway
fluvastatin	regulation of T cell migration	drug-pathway
fluvastatin	exploration behavior	drug-pathway
fluvastatin	ruffle organization	drug-pathway
fluvastatin	response to copper ion	drug-pathway
fluvastatin	positive regulation of superoxide anion generation	drug-pathway
fluvastatin	positive regulation of neuron apoptotic process	drug-pathway
fluvastatin	coenzyme A metabolic process	drug-pathway
fluvastatin	regulation of vascular wound healing	drug-pathway
fluvastatin	cholesterol storage	drug-pathway
fluvastatin	regulation of cell adhesion molecule production	drug-pathway
fluvastatin	T cell activation involved in immune response	drug-pathway
fluvastatin	cell-cell adhesion involved in gastrulation	drug-pathway
fluvastatin	regulation of cell-cell adhesion involved in gastrulation	drug-pathway
fluvastatin	negative regulation of cytokine secretion	drug-pathway
fluvastatin	regulation of systemic arterial blood pressure by renin-angiotensin	drug-pathway
fluvastatin	forebrain cell migration	drug-pathway
fluvastatin	lysosomal protein catabolic process	drug-pathway
fluvastatin	regulation of lysosomal protein catabolic process	drug-pathway
fluvastatin	regulation of fibrinolysis	drug-pathway
fluvastatin	negative regulation of axonogenesis	drug-pathway
fluvastatin	substrate adhesion-dependent cell spreading	drug-pathway
fluvastatin	positive regulation of smooth muscle contraction	drug-pathway
fluvastatin	modification of postsynaptic structure	drug-pathway
fluvastatin	heterotypic cell-cell adhesion	drug-pathway
fluvastatin	negative regulation of amyloid-beta formation	drug-pathway
fluvastatin	positive regulation of receptor catabolic process	drug-pathway
fluvastatin	integrin-mediated signaling pathway	drug-pathway
fluvastatin	regulation of modification of postsynaptic structure	drug-pathway
fluvastatin	regulation of axon extension	drug-pathway
fluvastatin	regulation of heparan sulfate proteoglycan binding	drug-pathway
fluvastatin	isoprenoid biosynthetic process	drug-pathway
fluvastatin	positive regulation of cytokinesis	drug-pathway
fluvastatin	regulation of blood volume by renin-angiotensin	drug-pathway
fluvastatin	positive regulation of coagulation	drug-pathway
fluvastatin	positive regulation of T cell migration	drug-pathway
fluvastatin	neuroepithelial cell differentiation	drug-pathway
fluvastatin	regulation of plasminogen activation	drug-pathway
fluvastatin	negative regulation of cholesterol metabolic process	drug-pathway
fluvastatin	positive regulation of cholesterol esterification	drug-pathway
fluvastatin	renal system process involved in regulation of blood volume	drug-pathway
fluvastatin	regulation of triglyceride metabolic process	drug-pathway
fluvastatin	calcium-mediated signaling using intracellular calcium source	drug-pathway
fluvastatin	leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	regulation of cholesterol esterification	drug-pathway
fluvastatin	apolipoprotein A-I-mediated signaling pathway	drug-pathway
fluvastatin	positive regulation of muscle cell apoptotic process	drug-pathway
fluvastatin	androgen receptor signaling pathway	drug-pathway
fluvastatin	vascular smooth muscle contraction	drug-pathway
fluvastatin	glucocorticoid metabolic process	drug-pathway
fluvastatin	negative regulation of cell-substrate adhesion	drug-pathway
fluvastatin	regulation of intestinal cholesterol absorption	drug-pathway
fluvastatin	negative regulation of astrocyte activation	drug-pathway
fluvastatin	regulation of dendritic spine development	drug-pathway
fluvastatin	regulation of phosphatidylcholine catabolic process	drug-pathway
fluvastatin	dentinogenesis	drug-pathway
fluvastatin	fertilization	drug-pathway
fluvastatin	substantia nigra development	drug-pathway
fluvastatin	neurotransmitter-gated ion channel clustering	drug-pathway
fluvastatin	regulation of lipoprotein particle clearance	drug-pathway
fluvastatin	antibiotic biosynthetic process	drug-pathway
fluvastatin	regulation of stress fiber assembly	drug-pathway
fluvastatin	regulation of gastrulation	drug-pathway
fluvastatin	lipid transport involved in lipid storage	drug-pathway
fluvastatin	response to angiotensin	drug-pathway
fluvastatin	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	drug-pathway
fluvastatin	regulation of protein catabolic process in the vacuole	drug-pathway
fluvastatin	receptor catabolic process	drug-pathway
fluvastatin	protein catabolic process in the vacuole	drug-pathway
fluvastatin	positive regulation of viral process	drug-pathway
fluvastatin	behavioral defense response	drug-pathway
fluvastatin	positive regulation of lymphocyte migration	drug-pathway
fluvastatin	negative regulation of long-term synaptic potentiation	drug-pathway
fluvastatin	positive regulation of membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	positive regulation of protein catabolic process in the vacuole	drug-pathway
fluvastatin	actin polymerization or depolymerization	drug-pathway
fluvastatin	very-low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	regulation of vascular smooth muscle contraction	drug-pathway
fluvastatin	establishment or maintenance of actin cytoskeleton polarity	drug-pathway
fluvastatin	phosphatidylcholine metabolic process	drug-pathway
fluvastatin	regulation of astrocyte activation	drug-pathway
fluvastatin	negative regulation of muscle cell apoptotic process	drug-pathway
fluvastatin	arachidonic acid metabolite production involved in inflammatory response	drug-pathway
fluvastatin	ossification involved in bone maturation	drug-pathway
fluvastatin	regulation of neuronal synaptic plasticity	drug-pathway
fluvastatin	phospholipid efflux	drug-pathway
fluvastatin	negative regulation of interleukin-1 secretion	drug-pathway
fluvastatin	axon regeneration	drug-pathway
fluvastatin	regulation of long-term synaptic potentiation	drug-pathway
fluvastatin	podosome assembly	drug-pathway
fluvastatin	regulation of renal system process	drug-pathway
fluvastatin	regulation of protein oligomerization	drug-pathway
fluvastatin	negative regulation of epithelial cell apoptotic process	drug-pathway
fluvastatin	negative regulation of nucleotide metabolic process	drug-pathway
fluvastatin	regulation of leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	defense response to Gram-negative bacterium	drug-pathway
fluvastatin	negative regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	NMDA glutamate receptor clustering	drug-pathway
fluvastatin	regulation of phospholipid efflux	drug-pathway
fluvastatin	positive regulation of phospholipid efflux	drug-pathway
fluvastatin	triglyceride-rich lipoprotein particle remodeling	drug-pathway
fluvastatin	negative regulation of sprouting angiogenesis	drug-pathway
fluvastatin	adrenal gland development	drug-pathway
fluvastatin	negative regulation of steroid biosynthetic process	drug-pathway
fluvastatin	positive regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	negative regulation of triglyceride metabolic process	drug-pathway
fluvastatin	amyloid-beta formation	drug-pathway
fluvastatin	long-term memory	drug-pathway
fluvastatin	gastrulation	drug-pathway
fluvastatin	plasma lipoprotein particle remodeling	drug-pathway
fluvastatin	regulation of triglyceride biosynthetic process	drug-pathway
fluvastatin	triglyceride mobilization	drug-pathway
fluvastatin	behavioral fear response	drug-pathway
fluvastatin	response to chemokine	drug-pathway
fluvastatin	phospholipid catabolic process	drug-pathway
fluvastatin	establishment of epithelial cell apical/basal polarity	drug-pathway
fluvastatin	receptor clustering	drug-pathway
fluvastatin	virion assembly	drug-pathway
fluvastatin	smooth muscle cell migration	drug-pathway
fluvastatin	regulation of mononuclear cell migration	drug-pathway
fluvastatin	phosphatidylcholine biosynthetic process	drug-pathway
fluvastatin	regulation of embryonic development	drug-pathway
fluvastatin	animal organ maturation	drug-pathway
fluvastatin	regulation of actomyosin structure organization	drug-pathway
fluvastatin	cellular response to angiotensin	drug-pathway
fluvastatin	fatty acid homeostasis	drug-pathway
fluvastatin	quinone metabolic process	drug-pathway
fluvastatin	negative regulation of steroid metabolic process	drug-pathway
fluvastatin	response to interleukin-6	drug-pathway
fluvastatin	positive regulation of axonogenesis	drug-pathway
fluvastatin	positive regulation of small GTPase mediated signal transduction	drug-pathway
fluvastatin	positive regulation of sterol transport	drug-pathway
fluvastatin	regulation of podosome assembly	drug-pathway
fluvastatin	morphogenesis of an epithelial sheet	drug-pathway
fluvastatin	negative regulation of cytokine-mediated signaling pathway	drug-pathway
fluvastatin	neuron projection regeneration	drug-pathway
fluvastatin	negative regulation of neuroinflammatory response	drug-pathway
fluvastatin	positive regulation of interleukin-8 production	drug-pathway
fluvastatin	very-low-density lipoprotein particle assembly	drug-pathway
fluvastatin	positive regulation of cholesterol efflux	drug-pathway
fluvastatin	negative regulation of cell size	drug-pathway
fluvastatin	negative regulation of amyloid fibril formation	drug-pathway
fluvastatin	negative regulation of reactive oxygen species biosynthetic process	drug-pathway
fluvastatin	exogenous drug catabolic process	drug-pathway
fluvastatin	regulation of postsynaptic membrane organization	drug-pathway
fluvastatin	regulation of Rho protein signal transduction	drug-pathway
fluvastatin	long-chain fatty acid biosynthetic process	drug-pathway
fluvastatin	intestinal lipid absorption	drug-pathway
fluvastatin	negative chemotaxis	drug-pathway
fluvastatin	protein-lipid complex remodeling	drug-pathway
fluvastatin	regulation of behavioral fear response	drug-pathway
fluvastatin	negative regulation of amyloid precursor protein catabolic process	drug-pathway
fluvastatin	polarized epithelial cell differentiation	drug-pathway
fluvastatin	positive regulation of phagocytosis	drug-pathway
fluvastatin	cellular response to chemokine	drug-pathway
fluvastatin	positive regulation of blood coagulation	drug-pathway
fluvastatin	positive regulation of hemostasis	drug-pathway
fluvastatin	low-density lipoprotein particle clearance	drug-pathway
fluvastatin	negative regulation of peptide hormone secretion	drug-pathway
fluvastatin	negative regulation of cholesterol biosynthetic process	drug-pathway
fluvastatin	positive regulation of mononuclear cell migration	drug-pathway
fluvastatin	lymphocyte migration	drug-pathway
fluvastatin	regulation of fear response	drug-pathway
fluvastatin	regulation of smooth muscle cell migration	drug-pathway
fluvastatin	intestinal absorption	drug-pathway
fluvastatin	protein-containing complex remodeling	drug-pathway
fluvastatin	negative regulation of cell adhesion mediated by integrin	drug-pathway
fluvastatin	negative regulation of ATP metabolic process	drug-pathway
fluvastatin	negative regulation of intracellular steroid hormone receptor signaling pathway	drug-pathway
fluvastatin	myoblast differentiation	drug-pathway
fluvastatin	steroid esterification	drug-pathway
fluvastatin	positive regulation of stress fiber assembly	drug-pathway
fluvastatin	regulation of neuroinflammatory response	drug-pathway
fluvastatin	amyloid precursor protein catabolic process	drug-pathway
fluvastatin	cellular response to dexamethasone stimulus	drug-pathway
fluvastatin	regulation of interleukin-1 beta secretion	drug-pathway
fluvastatin	superoxide anion generation	drug-pathway
fluvastatin	leukocyte activation involved in inflammatory response	drug-pathway
fluvastatin	establishment of epithelial cell polarity	drug-pathway
fluvastatin	positive regulation of Ras protein signal transduction	drug-pathway
fluvastatin	peripheral nervous system axon regeneration	drug-pathway
fluvastatin	regulation of amyloid fibril formation	drug-pathway
fluvastatin	presynaptic membrane organization	drug-pathway
fluvastatin	cell-cell adhesion via plasma-membrane adhesion molecules	drug-pathway
fluvastatin	insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	bone maturation	drug-pathway
fluvastatin	astrocyte activation	drug-pathway
fluvastatin	lipid hydroxylation	drug-pathway
fluvastatin	regulation of toll-like receptor signaling pathway	drug-pathway
fluvastatin	interleukin-1 beta secretion	drug-pathway
fluvastatin	T cell lineage commitment	drug-pathway
fluvastatin	alpha-beta T cell lineage commitment	drug-pathway
fluvastatin	regulation of odontoblast differentiation	drug-pathway
fluvastatin	membrane protein proteolysis	drug-pathway
fluvastatin	protein-lipid complex assembly	drug-pathway
fluvastatin	low-density lipoprotein receptor particle metabolic process	drug-pathway
fluvastatin	positive regulation of lipid storage	drug-pathway
fluvastatin	regulation of cholesterol transport	drug-pathway
fluvastatin	artery morphogenesis	drug-pathway
fluvastatin	receptor-mediated endocytosis involved in cholesterol transport	drug-pathway
fluvastatin	vitamin transport	drug-pathway
fluvastatin	positive regulation of protein polymerization	drug-pathway
fluvastatin	dendritic spine maintenance	drug-pathway
fluvastatin	oxidative demethylation	drug-pathway
fluvastatin	glutamate receptor clustering	drug-pathway
fluvastatin	regulation of microglial cell activation	drug-pathway
fluvastatin	regulation of amyloid precursor protein catabolic process	drug-pathway
fluvastatin	phospholipid homeostasis	drug-pathway
fluvastatin	modulation by host of viral process	drug-pathway
fluvastatin	regulation of platelet activation	drug-pathway
fluvastatin	plasma membrane invagination	drug-pathway
fluvastatin	glycerolipid catabolic process	drug-pathway
fluvastatin	regulation of sprouting angiogenesis	drug-pathway
fluvastatin	monocyte chemotaxis	drug-pathway
fluvastatin	AMPA glutamate receptor clustering	drug-pathway
fluvastatin	positive regulation of Rho protein signal transduction	drug-pathway
fluvastatin	chronological cell aging	drug-pathway
fluvastatin	regulation of tumor necrosis factor-mediated signaling pathway	drug-pathway
fluvastatin	positive regulation of dendritic spine development	drug-pathway
fluvastatin	positive regulation of vascular smooth muscle contraction	drug-pathway
fluvastatin	establishment or maintenance of monopolar cell polarity	drug-pathway
fluvastatin	negative regulation of macrophage activation	drug-pathway
fluvastatin	mitotic cleavage furrow formation	drug-pathway
fluvastatin	regulation of cell projection assembly	drug-pathway
fluvastatin	fibrinolysis	drug-pathway
fluvastatin	positive regulation of leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	cerebral cortex cell migration	drug-pathway
fluvastatin	regulation of glomerular filtration	drug-pathway
fluvastatin	positive regulation of leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	establishment of endothelial barrier	drug-pathway
fluvastatin	establishment of monopolar cell polarity	drug-pathway
fluvastatin	regulation of leukocyte mediated cytotoxicity	drug-pathway
fluvastatin	regulation of leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	negative regulation of cellular amide metabolic process	drug-pathway
fluvastatin	angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	endothelial tube lumen extension	drug-pathway
fluvastatin	low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	ruffle assembly	drug-pathway
fluvastatin	epiboly involved in wound healing	drug-pathway
fluvastatin	negative regulation of vascular wound healing	drug-pathway
fluvastatin	forebrain radial glial cell differentiation	drug-pathway
fluvastatin	negative regulation of astrocyte differentiation	drug-pathway
fluvastatin	cell migration involved in sprouting angiogenesis	drug-pathway
fluvastatin	regulation of lymphocyte migration	drug-pathway
fluvastatin	regulation of skeletal muscle tissue development	drug-pathway
fluvastatin	positive regulation of low-density lipoprotein particle receptor catabolic process	drug-pathway
fluvastatin	epiboly	drug-pathway
fluvastatin	regulation of interleukin-1 beta production	drug-pathway
fluvastatin	regulation of smooth muscle cell-matrix adhesion	drug-pathway
fluvastatin	wound healing, spreading of cells	drug-pathway
fluvastatin	positive regulation of neuroepithelial cell differentiation	drug-pathway
fluvastatin	cardiac muscle cell apoptotic process	drug-pathway
rosuvastatin	HMGCR inhibitor	drug-moa
lovastatin	HMGCR inhibitor	drug-moa
simvastatin	HMGCR inhibitor	drug-moa
fluvastatin	HMGCR inhibitor	drug-moa
