drug_target1	drug_name	drug_gene	moa	enriched_pathway	drug_target2	tg_int_weight	disease_target1	disease_target2	drug_gene1	drug_gene2
ACTC1	dexamethasone	IGFBP3	Glucocorticoid receptor agonist	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Glucocorticoid receptor modulator	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Glucocorticoid receptor modulator	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Cytochrome P450 inhibitor	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Glucocorticoid receptor modulator	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	TSC22D3	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Cytochrome P450 inhibitor	regulation of cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Cytochrome P450 inhibitor	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	TSC22D3	Corticosteroid agonist	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IER3	Cytochrome P450 inhibitor	regulation of cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	MUC1	Glucocorticoid receptor modulator	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Glucocorticoid receptor modulator	regulation of cytokine production involved in inflammatory response	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	TSC22D3	Glucocorticoid receptor modulator	negative regulation of cytokine secretion	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	IGFBP3	Cytochrome P450 inhibitor	regulation of cytokinesis	UBC	0.993	0	0	0	0
ACTC1	dexamethasone	MUC1	Cytochrome P450 inhibitor	regulation of cytokinesis	UBC	0.993	0	0	0	0
ADRA1A	phenoxybenzamine	RAC2	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA1A	phenoxybenzamine	TES	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA1A	phenoxybenzamine	PRPF4	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA1A	phenoxybenzamine	MICALL1	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	negative regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	negative regulation of cytokine production involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	negative regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	positive regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	positive regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	negative regulation of cytokine secretion	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	negative regulation of cytokine secretion	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	positive regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	negative regulation of cytokine production involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	positive regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	negative regulation of cytokine production involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	negative regulation of cytokine production involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	negative regulation of cytokine secretion	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMOX1	Adrenergic receptor antagonist	negative regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	negative regulation of cytokine secretion	NA	NA	0	0	0	0
ADRA1D	urapidil	PAK1	Adrenergic receptor antagonist	cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	regulation of cytokine biosynthetic process	NA	NA	0	0	0	0
ADRA1D	urapidil	SCAND1	Adrenergic receptor antagonist	regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA1D	urapidil	HMG20B	Adrenergic receptor antagonist	negative regulation of cytokine secretion involved in immune response	NA	NA	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	STUB1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	HMOX1	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	SUV39H1	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	dopamine	RBM34	Dopamine receptor agonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	HERC6	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	CNPY3	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	GNAS	Adrenergic receptor antagonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	HERC6	Adrenergic receptor antagonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	GNAS	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	ATP6V1D	Adrenergic receptor antagonist	regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	ATP6V1D	Adrenergic receptor antagonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ADRA2A	yohimbine	CNPY3	Adrenergic receptor antagonist	positive regulation of cytokinesis	NA	NA	0	0	0	0
ANKS1B	amisulpride	CASP2	Dopamine receptor antagonist	regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	RGS2	Dopamine receptor antagonist	positive regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	KDM3A	Dopamine receptor antagonist	regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	CASP2	Dopamine receptor antagonist	positive regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	MBOAT7	Dopamine receptor antagonist	positive regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	MBOAT7	Dopamine receptor antagonist	regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	KDM3A	Dopamine receptor antagonist	positive regulation of cytokinesis	UBC	0.702	0	0	0	0
ANKS1B	amisulpride	RGS2	Dopamine receptor antagonist	regulation of cytokinesis	UBC	0.702	0	0	0	0
ANXA1	amcinonide	RBM34	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	EGFR	0.753	0	0	0	0
ANXA1	amcinonide	RBM34	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.987	0	0	0	0
ANXA1	amcinonide	CHP1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	EGFR	0.753	0	0	0	0
ANXA1	amcinonide	CHP1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.987	0	0	0	0
ANXA1	amcinonide	MCOLN1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	EGFR	0.753	0	0	0	0
ANXA1	amcinonide	MCOLN1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.987	0	0	0	0
ANXA1	amcinonide	ENOPH1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	EGFR	0.753	0	0	0	0
ANXA1	amcinonide	ENOPH1	Glucocorticoid receptor agonist	negative regulation of cytokine secretion	UBC	0.987	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	MVP	Polar auxin transport inhibitor	regulation of cytokine biosynthetic process	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	regulation of cytokine biosynthetic process	UBC	0.979	0	0	0	0
APOB	quercetin	ATP6V1D	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	myeloid leukocyte cytokine production	UBC	0.979	0	0	0	0
APOB	quercetin	SIRT3	Polar auxin transport inhibitor	regulation of cytokine biosynthetic process	UBC	0.979	0	0	0	0
APOB	quercetin	LAMA3	Polar auxin transport inhibitor	regulation of cytokine biosynthetic process	UBC	0.979	0	0	0	0
ARAF	sorafenib	MTHFD2	PDGFR receptor inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	PDGFR receptor inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	PDGFR receptor inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	RET tyrosine kinase inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	KIT inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	KIT inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	KIT inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	RAF inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	RAF inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	RAF inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	VEGFR inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	PDGFR receptor inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	FDFT1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	VEGFR inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	VEGFR inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	VEGFR inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	RAF inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	RAF inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	RAF inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	AARS1	FLT3 inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	AARS1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	AARS1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	RET tyrosine kinase inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	VEGFR inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	VEGFR inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	VEGFR inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	HMGCS1	FLT3 inhibitor	myeloid leukocyte cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	mast cell cytokine production	PIK3R1	0.812	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	mast cell cytokine production	YWHAE	0.713	0	0	0	0
ARAF	sorafenib	MTHFD2	FLT3 inhibitor	mast cell cytokine production	YWHAZ	0.916	0	0	0	0
ARAF	sorafenib	MTHFD2	PDGFR receptor inhibitor	myeloid leukocyte cytokine production	PIK3R1	0.812	0	0	0	0
