GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0030627871362940277	30/16034	0.22504871134497614	0.5442348919310173	0.46531354117261436	TYMP/SESN2/FLCN/TOP3A	4		21	2	2.293543971712102	-0.136951026629693	0.7879190620760211
GO:0000003	reproduction	1410	0	0	1	1	1		0		0	0	0	0	0
GO:0000012	single strand break repair	11	7.656967840735069e-4	11/16034	0.607365282765857	0.7705922025356712	0.6588460091002888	LIG4	1		11	1	1.2013801756587201	-0.183471042264586	0.7577505041555472
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.008422664624808576	131/16034	0.504001944903349	0.7224290319380073	0.6176671435090315	H1-6/CD40/CGAS/BCL6/H1-0/MRNIP/HELB/H1-10/SMCHD1/EPC1/WDR48	11		89	7	9.7202577848751	-0.3283019901430421	0.6690923090574227
GO:0000019	regulation of mitotic recombination	7	0	0	1	1	1		0		0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	7.656967840735069e-4	11/16034	0.607365282765857	0.7705922025356712	0.6588460091002888	AURKC	1		8	1	0.8737310368427056	0.13498268885394868	0.9799634175782123
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0	0	1	1	1		0		0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	17	0	0	1	1	1		0		0	0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.0015313935681470138	33/16034	0.7624384071378543	0.854918032076424	0.7309434635959101	ACSL1/ABCD1	2		24	1	2.6211931105281168	-0.9636295998141611	0.37280950286888903
GO:0000041	transition metal ion transport	93	0.008422664624808576	93/16034	0.13445487035560055	0.4202086695809216	0.3592727827140405	SLC30A4/FTH1/SLC11A2/ATOX1/SLC25A28/FTL/B2M/SLC31A2/HFE/ATP2C1/TRPM2	11		55	8	6.006900878293601	0.2865325869811494	1.097692890628291
GO:0000045	autophagosome assembly	106	0.016079632465543645	106/16034	1.1048184956045981e-4	0.004223957855516865	0.0036114273756699174	RUFY4/NUPR1/SMCR8/MAP1LC3B2/ATG2A/CTSD/GABARAPL1/STX17/MAP1LC3B/TCIRG1/C9orf72/SEC22B/TOM1/AMBRA1/MOAP1/PIKFYVE/ATG12/RAB1A/PIP4K2C/STX12/RAB5A	21		52	8	5.6792517394775865	0.3426220536321931	1.1429915462998057
GO:0000050	urea cycle	10	0	0	1	1	1		0		0	0	0	0	0
GO:0000052	citrulline metabolic process	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000053	argininosuccinate metabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	0	0	1	1	1		0		0	0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	8	0	0	1	1	1		0		0	0	0	0	0
GO:0000070	mitotic sister chromatid segregation	197	0.009188361408882083	195/16034	0.87909990121822	0.9284977803097088	0.7938531625450888	DUSP1/HSPA1B/NUP62/TENT4A/AURKC/KAT2B/CHMP5/CHMP2B/SMARCA5/MAU2/STAG2/INO80	12		110	6	12.013801756587203	-0.6942966660305768	0.48069799585740347
GO:0000075	cell cycle checkpoint signaling	187	0.011485451761102604	186/16034	0.5552863096561849	0.7521634999023504	0.6430897152487461	DUSP1/IER3/PROX1/PLK3/PML/DTX3L/PARP9/TREX1/FBXO6/MRNIP/USP28/NBN/SDE2/CRY1/TTI2	15		106	8	11.57693623816585	-0.36957332189844677	0.6453018449780228
GO:0000076	DNA replication checkpoint signaling	18	0	0	1	1	1		0		0	0	0	0	0
GO:0000077	DNA damage checkpoint signaling	122	0.009954058192955589	121/16034	0.18562944170131157	0.5007551045978682	0.4281389055265335	IER3/PLK3/PML/DTX3L/PARP9/TREX1/FBXO6/MRNIP/USP28/NBN/SDE2/CRY1/TTI2	13		72	8	7.863579331584352	0.017199653197564984	0.8935877224254518
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	102	0.007656967840735069	100/16034	0.29640460626255843	0.6362990595001379	0.5440271710075174	HERC5/SRC/PROX1/TNFAIP3/CCNA1/CCNJ/KAT2B/CCNYL1/CASP3/GTF2H1	10		32	2	3.4949241473708224	-0.5581644917059966	0.5448916728696389
GO:0000080	mitotic G1 phase	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000082	G1/S transition of mitotic cell cycle	223	0	0	1	1	1		0		0	0	0	0	0
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	22	7.656967840735069e-4	22/16034	0.8459412476207956	0.9057310607548541	0.7743879223445469	E2F6	1		0	1	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	134	0.0038284839203675345	134/16034	0.9871956196047753	0.9955656248581365	0.8511952710874403	IER3/PLK3/MRNIP/MASTL/NBN	5		33	2	3.6041405269761606	-0.5889361503727504	0.5297846042196965
GO:0000096	sulfur amino acid metabolic process	32	0.002297090352220521	32/16034	0.48978042424783386	0.7110611395026201	0.6079477477789799	SLC7A11/GCLM/GCLC	3		25	1	2.730409490133455	-1.0044515943344163	0.35851570738801136
GO:0000097	sulfur amino acid biosynthetic process	16	0	0	1	1	1		0		0	0	0	0	0
GO:0000098	sulfur amino acid catabolic process	9	0	0	1	1	1		0		0	0	0	0	0
GO:0000101	sulfur amino acid transport	13	0.004594180704441042	13/16034	3.0014442885850217e-4	0.009008540497935324	0.007702181433127427	SLC7A11/SLC43A2/MFSD12/SLC38A7/SLC3A2/CTNS	6		10	5	1.0921637960533819	1.5212770499738393	2.226144510530704
GO:0000103	sulfate assimilation	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000105	histidine biosynthetic process	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000117	regulation of transcription involved in G2/M transition of mitotic cell cycle	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000122	negative regulation of transcription by RNA polymerase II	929	0	0	1	1	1		0		0	0	0	0	0
