GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0024875621890547263	30/16283	0.06666666666666667	1.3501658374792702	0.43750002558772677	0.4401283104668837	0.5662362692641214	0.3852849062097891	PARP1/SLC25A4	2		21	2	1.3696170889671628	0.3786159768907677	1.1725165560556445
GO:0000012	single strand break repair	13	0.0024875621890547263	13/16283	0.15384615384615385	3.115767317259855	1.7392269379308953	0.13261032748747517	0.2801030617528563	0.19059090301081522	PARP1/ERCC8	2		11	1	0.7174184751732758	0.3320959612558746	1.1344235608444464
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.012437810945273632	140/16283	0.07142857142857142	1.4466062544420752	1.2095035425409415	0.15457075482855112	0.3134513998950068	0.2132821575820718	ABL1/ACTB/ACTL6A/PARP1/BCL6/BLM/C1QBP/CD28/CD40/CHEK1	10		89	7	5.804567662765595	0.18726501337741877	1.0197746448819867
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	0.0012437810945273632	11/16283	0.09090909090909091	1.8411352329262778	0.6359927267332122	0.4271815173634438	0.5524755913914483	0.37592170965855776	BIRC5	1		8	0	0.5217588910351096	-Inf	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	18	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.004975124378109453	33/16283	0.12121212121212122	2.454846977235037	1.9065932572332036	0.0777563980682916	0.19246342059676716	0.1309581441150174	ACAA1/ACOX1/ABCD1/ABCD2	4		24	4	1.5652766731053291	0.9382317648261901	1.6676333546575741
GO:0000041	transition metal ion transport	98	0.007462686567164179	97/16283	0.061855670103092786	1.252731189413756	0.5689647881908995	0.3460439656502022	0.4968425546296225	0.3380672476354836	ABCB7/ARHGAP1/ATOX1/ATP7A/ATP7B/B2M	6		55	6	3.587092375866379	0.5144175180498294	1.2868771488044013
GO:0000045	autophagosome assembly	116	0.0037313432835820895	116/16283	0.02586206896551724	0.5237712300566134	-1.1731143664698096	0.9303339991668479	0.9482002749293945	0.6451851882766995	ATM/ATP2A2/LRBA	3		52	2	3.3914327917282128	-0.5281053039672368	0.5599909867132256
GO:0000050	urea cycle	12	0.006218905472636816	12/16283	0.4166666666666667	8.43853648424544	5.8746425614921485	1.7166578414873972e-4	0.0019522840432822889	0.0013283952571396076	ARG1/ARG2/ASL/ASS1/CEBPA	5		6	1	0.3913191682763323	0.9382317648261901	1.6676333546575741
GO:0000052	citrulline metabolic process	6	0.0024875621890547263	6/16283	0.3333333333333333	6.75082918739635	3.2109190825243323	0.031988014418051484	0.1028049061302462	0.06995168053747956	ASS1/ATP2B4	2		5	1	0.32609930689694355	1.1205533216201449	1.839284104197398
GO:0000053	argininosuccinate metabolic process	1	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	8	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	8	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000070	mitotic sister chromatid segregation	192	0.014925373134328358	190/16283	0.06315789473684211	1.2791044776119405	0.8819329083580227	0.23010315366323433	0.40475893646763617	0.27541066748899007	APC/BIRC5/RHOA/ATM/BUB1/BUB1B/CCNB1/CDK1/CDC20/CENPC/CENPE/CENPF	12		110	3	7.174184751732758	-0.8718768430700612	0.4068487213873334
GO:0000075	cell cycle checkpoint signaling	202	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000076	DNA replication checkpoint signaling	20	0.0012437810945273632	20/16283	0.05	1.0126243781094528	0.012874640463222025	0.6370004280894823	0.7119274372747373	0.4844177435949932	CDC6	1		12	1	0.7826383365526646	0.2450845842662448	1.06479898363209
GO:0000077	DNA damage checkpoint signaling	130	0.018656716417910446	129/16283	0.11627906976744186	2.3549404142080297	3.521157587595558	0.0017480613063818287	0.012044244626778191	0.00819528156934688	ATM/ATR/BARD1/CCND1/BLM/BRCA1/BRCA2/CASP2/CCNG1/CDK1/CDC5L/CDK2/CDKN1A/CDKN1B/CHEK1	15		72	9	4.695830019315987	0.6505496923744094	1.4057006717125096
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	77	0.024875621890547265	75/16283	0.26666666666666666	5.400663349917081	8.705515909094407	3.597928760787687e-10	4.9291624022791316e-8	3.3539566024674455e-8	ACTB/AKT1/APC/CCND1/BLM/CCND2/CCND3/CCNG1/CCNT1/CCNT2/CDC6/CDC25A/CDC25C/CDKN1A/CDKN1B/CDKN2A/CDKN2B/CDKN2C/CDKN2D/CDKN3	20		32	11	2.0870355641404386	1.6621506040528893	2.3641780901664418
