GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	30	0.0038461538461538464	30/16034	0.38792552306914985	0.5570526559852309	0.4597076698323132	TYMP	1	21	1.1666930634095805	1.8832451262079448
GO:0000003	reproduction	1410	0	0	1	1	1		0	0	0	0
GO:0000012	single strand break repair	11	0	0	1	1	1		0	0	0	0
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.007692307692307693	131/16034	0.6300734749256562	0.7236869879690643	0.5972226419759575	CD40/CGAS	2	89	0.4157263119608086	1.2033144835424063
GO:0000019	regulation of mitotic recombination	7	0	0	1	1	1		0	0	0	0
GO:0000022	mitotic spindle elongation	12	0	0	1	1	1		0	0	0	0
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0	0	1	1	1		0	0	0	0
GO:0000028	ribosomal small subunit assembly	17	0	0	1	1	1		0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0	0	1	1	1		0	0	0	0
GO:0000041	transition metal ion transport	93	0.007692307692307693	93/16034	0.4467310459843843	0.5973292953233685	0.49294596395024415	SLC25A28/ATP13A1	2	55	0.8970294964604776	1.6293715373955036
GO:0000045	autophagosome assembly	106	0	0	1	1	1		0	0	0	0
GO:0000050	urea cycle	10	0	0	1	1	1		0	0	0	0
GO:0000052	citrulline metabolic process	8	0	0	1	1	1		0	0	0	0
GO:0000053	argininosuccinate metabolic process	1	0	0	1	1	1		0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	0	0	1	1	1		0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	8	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	8	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	197	0.011538461538461539	195/16034	0.6156226180526487	0.7148224711985732	0.5899072000604271	CHMP5/KAT2B/TENT4A	3	110	0.6093474240086966	1.3693357112759308
GO:0000075	cell cycle checkpoint signaling	187	0.023076923076923078	186/16034	0.08271248035860253	0.30280373556568857	0.2498887640114102	MUC1/PARP9/PML/FBXO6/DTX3L/RAD9A	6	106	1.339535876248991	2.0494143459499337
GO:0000076	DNA replication checkpoint signaling	18	0.0038461538461538464	18/16034	0.25504357021929824	0.44978614127821975	0.3711859852174551	RAD9A	1	12	1.7263088513450031	2.4272793261409644
GO:0000077	DNA damage checkpoint signaling	122	0.023076923076923078	121/16034	0.014021909277348164	0.10385995592640443	0.08571042219226038	MUC1/PARP9/PML/FBXO6/DTX3L/RAD9A	6	72	1.726308851345003	2.4272793261409644
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	102	0.007692307692307693	100/16034	0.48424364577782586	0.6261940770614598	0.5167666232909081	HERC5/KAT2B	2	32	1.4386267788932219	2.1455581612702495
GO:0000080	mitotic G1 phase	2	0	0	1	1	1		0	0	0	0
GO:0000082	G1/S transition of mitotic cell cycle	223	0	0	1	1	1		0	0	0	0
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	22	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	134	0.0038461538461538464	134/16034	0.889186279359947	0.9048109583902336	0.7466951873421179	MASTL	1	33	0.714707939666523	1.4629611665645919
GO:0000096	sulfur amino acid metabolic process	32	0	0	1	1	1		0	0	0	0
GO:0000097	sulfur amino acid biosynthetic process	16	0	0	1	1	1		0	0	0	0
GO:0000098	sulfur amino acid catabolic process	9	0	0	1	1	1		0	0	0	0
GO:0000101	sulfur amino acid transport	13	0	0	1	1	1		0	0	0	0
GO:0000103	sulfate assimilation	2	0	0	1	1	1		0	0	0	0
GO:0000105	histidine biosynthetic process	2	0	0	1	1	1		0	0	0	0
GO:0000117	regulation of transcription involved in G2/M transition of mitotic cell cycle	2	0	0	1	1	1		0	0	0	0
GO:0000122	negative regulation of transcription by RNA polymerase II	929	0	0	1	1	1		0	0	0	0
GO:0000132	establishment of mitotic spindle orientation	34	0.0038461538461538464	33/16034	0.41727648917353144	0.5745895451870721	0.4741799865594047	DYNLT1	1	23	1.0757212852038536	1.7967553269498482
GO:0000154	rRNA modification	34	0	0	1	1	1		0	0	0	0
GO:0000160	phosphorelay signal transduction system	1	0	0	1	1	1		0	0	0	0
GO:0000165	MAPK cascade	756	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	9	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	40	0	0	1	1	1		0	0	0	0
GO:0000209	protein polyubiquitination	239	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	16	0	0	1	1	1		0	0	0	0
GO:0000226	microtubule cytoskeleton organization	629	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	26	0	0	1	1	1		0	0	0	0
GO:0000245	spliceosomal complex assembly	90	0	0	1	1	1		0	0	0	0
GO:0000255	allantoin metabolic process	7	0.0038461538461538464	7/16034	0.10815306817988013	0.3222517931055644	0.2659382722910334	NT5C2	1	4	2.8249211400131125	3.5189466804084013
GO:0000256	allantoin catabolic process	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	40	0.0038461538461538464	40/16034	0.4804235245653603	0.6225178705210223	0.5137328340712196	STAT2	1	9	2.0139909237967837	2.7115612166483136
GO:0000270	peptidoglycan metabolic process	6	0	0	1	1	1		0	0	0	0
GO:0000271	polysaccharide biosynthetic process	66	0.0038461538461538464	66/16034	0.6608147939681197	0.7468754857304689	0.6163589483166093	B4GALT5	1	10	1.9086304081389576	2.6072297960863624
GO:0000272	polysaccharide catabolic process	20	0	0	1	1	1		0	0	0	0
GO:0000278	mitotic cell cycle	896	0	0	1	1	1		0	0	0	0
GO:0000280	nuclear division	441	0	0	1	1	1		0	0	0	0
GO:0000281	mitotic cytokinesis	83	0.007692307692307693	82/16034	0.3848839546181282	0.5567009062028784	0.45941738834622403	CHMP5/RAB35	2	63	0.7612279553014157	1.5049303315418416
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	67	0.007692307692307693	66/16034	0.2902999212513926	0.47931455608834844	0.39555430770969385	CPEB3/TENT4A	2	12	2.4194560319049483	3.114576279280841
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	34	0.007692307692307693	33/16034	0.09966959532960462	0.32162883599269576	0.265424176972242	CPEB3/TENT4A	2	6	3.1126032124648937	3.8062447551119716
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	10	0	0	1	1	1		0	0	0	0
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	19	0	0	1	1	1		0	0	0	0
GO:0000294	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	3	0	0	1	1	1		0	0	0	0
GO:0000296	spermine transport	3	0	0	1	1	1		0	0	0	0
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	0	0	1	1	1		0	0	0	0
GO:0000302	response to reactive oxygen species	195	0.03076923076923077	194/16034	0.013978837255696227	0.10385995592640443	0.08571042219226038	IL6/GCH1/STAT1/AXL/ADPRS/BAK1/BTK/RIPK1	8	82	1.883937795548586	2.582810849814194
GO:0000303	response to superoxide	25	0.007692307692307693	25/16034	0.061543136659177836	0.2679123060655123	0.22109461397854552	GCH1/ADPRS	2	11	2.506467408894578	3.201273295696294
GO:0000304	response to singlet oxygen	1	0	0	1	1	1		0	0	0	0
GO:0000305	response to oxygen radical	26	0.007692307692307693	26/16034	0.06597854098422892	0.2813141272219131	0.23215446605737985	GCH1/ADPRS	2	12	2.4194560319049483	3.114576279280841
GO:0000320	re-entry into mitotic cell cycle	2	0	0	1	1	1		0	0	0	0
GO:0000338	protein deneddylation	11	0	0	1	1	1		0	0	0	0
GO:0000348	mRNA branch site recognition	2	0	0	1	1	1		0	0	0	0
GO:0000349	generation of catalytic spliceosome for first transesterification step	2	0	0	1	1	1		0	0	0	0
GO:0000350	generation of catalytic spliceosome for second transesterification step	2	0	0	1	1	1		0	0	0	0
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	10	0	0	1	1	1		0	0	0	0
GO:0000354	cis assembly of pre-catalytic spliceosome	2	0	0	1	1	1		0	0	0	0
GO:0000365	mRNA trans splicing, via spliceosome	10	0	0	1	1	1		0	0	0	0
GO:0000375	RNA splicing, via transesterification reactions	317	0	0	1	1	1		0	0	0	0
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	313	0	0	1	1	1		0	0	0	0
GO:0000378	RNA exon ligation	1	0	0	1	1	1		0	0	0	0
GO:0000379	tRNA-type intron splice site recognition and cleavage	3	0	0	1	1	1		0	0	0	0
GO:0000380	alternative mRNA splicing, via spliceosome	72	0.0038461538461538464	71/16034	0.6875473284506808	0.7659455198025247	0.6320964927528396	FMR1	1	12	1.7263088513450031	2.4272793261409644
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	56	0.0038461538461538464	56/16034	0.6003236356028947	0.7047662290435752	0.5816082868451813	FMR1	1	38	0.5736293414066174	1.3380858003720992
GO:0000387	spliceosomal snRNP assembly	51	0	0	1	1	1		0	0	0	0
GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	1	0	0	1	1	1		0	0	0	0
GO:0000389	mRNA 3'-splice site recognition	6	0	0	1	1	1		0	0	0	0
GO:0000390	spliceosomal complex disassembly	3	0	0	1	1	1		0	0	0	0
GO:0000393	spliceosomal conformational changes to generate catalytic conformation	5	0	0	1	1	1		0	0	0	0
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	14	0.0038461538461538464	14/16034	0.2046491470795142	0.4091410015658231	0.3376435861885022	RTCB	1	8	2.131773959453167	2.8284207901876903
GO:0000395	mRNA 5'-splice site recognition	21	0	0	1	1	1		0	0	0	0
GO:0000398	mRNA splicing, via spliceosome	313	0	0	1	1	1		0	0	0	0
GO:0000409	regulation of transcription by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000411	positive regulation of transcription by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000413	protein peptidyl-prolyl isomerization	27	0	0	1	1	1		0	0	0	0
GO:0000414	regulation of histone H3-K36 methylation	2	0	0	1	1	1		0	0	0	0
GO:0000415	negative regulation of histone H3-K36 methylation	1	0	0	1	1	1		0	0	0	0
GO:0000422	autophagy of mitochondrion	90	0	0	1	1	1		0	0	0	0
GO:0000423	mitophagy	35	0	0	1	1	1		0	0	0	0
GO:0000425	pexophagy	6	0	0	1	1	1		0	0	0	0
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	4	0	0	1	1	1		0	0	0	0
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	3	0	0	1	1	1		0	0	0	0
GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	3	0	0	1	1	1		0	0	0	0
GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter	4	0	0	1	1	1		0	0	0	0
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	10	0	0	1	1	1		0	0	0	0
GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	0	0	1	1	1		0	0	0	0
GO:0000451	rRNA 2'-O-methylation	3	0	0	1	1	1		0	0	0	0
GO:0000454	snoRNA guided rRNA pseudouridine synthesis	3	0	0	1	1	1		0	0	0	0
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	4	0	0	1	1	1		0	0	0	0
GO:0000459	exonucleolytic trimming involved in rRNA processing	9	0	0	1	1	1		0	0	0	0
GO:0000460	maturation of 5.8S rRNA	36	0	0	1	1	1		0	0	0	0
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	0	0	1	1	1		0	0	0	0
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	37	0	0	1	1	1		0	0	0	0
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	15	0	0	1	1	1		0	0	0	0
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	25	0	0	1	1	1		0	0	0	0
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	0	0	1	1	1		0	0	0	0
GO:0000469	cleavage involved in rRNA processing	29	0	0	1	1	1		0	0	0	0
GO:0000470	maturation of LSU-rRNA	22	0	0	1	1	1		0	0	0	0
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5	0	0	1	1	1		0	0	0	0
GO:0000478	endonucleolytic cleavage involved in rRNA processing	17	0	0	1	1	1		0	0	0	0
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	17	0	0	1	1	1		0	0	0	0
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8	0	0	1	1	1		0	0	0	0
GO:0000481	maturation of 5S rRNA	1	0	0	1	1	1		0	0	0	0
GO:0000491	small nucleolar ribonucleoprotein complex assembly	12	0	0	1	1	1		0	0	0	0
GO:0000492	box C/D snoRNP assembly	10	0	0	1	1	1		0	0	0	0
GO:0000493	box H/ACA snoRNP assembly	2	0	0	1	1	1		0	0	0	0
GO:0000494	box C/D RNA 3'-end processing	3	0	0	1	1	1		0	0	0	0
GO:0000495	box H/ACA RNA 3'-end processing	2	0	0	1	1	1		0	0	0	0
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	3	0	0	1	1	1		0	0	0	0
GO:0000578	embryonic axis specification	37	0	0	1	1	1		0	0	0	0
GO:0000706	meiotic DNA double-strand break processing	1	0	0	1	1	1		0	0	0	0
GO:0000707	meiotic DNA recombinase assembly	1	0	0	1	1	1		0	0	0	0
GO:0000708	meiotic strand invasion	1	0	0	1	1	1		0	0	0	0
GO:0000709	meiotic joint molecule formation	1	0	0	1	1	1		0	0	0	0
GO:0000710	meiotic mismatch repair	1	0	0	1	1	1		0	0	0	0
GO:0000711	meiotic DNA repair synthesis	3	0	0	1	1	1		0	0	0	0
GO:0000712	resolution of meiotic recombination intermediates	17	0	0	1	1	1		0	0	0	0
GO:0000715	nucleotide-excision repair, DNA damage recognition	1	0	0	1	1	1		0	0	0	0
GO:0000717	nucleotide-excision repair, DNA duplex unwinding	1	0	0	1	1	1		0	0	0	0
GO:0000718	nucleotide-excision repair, DNA damage removal	1	0	0	1	1	1		0	0	0	0
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	4	0	0	1	1	1		0	0	0	0
GO:0000722	telomere maintenance via recombination	14	0	0	1	1	1		0	0	0	0
GO:0000723	telomere maintenance	156	0.015384615384615385	155/16034	0.24390280606267692	0.4411302880804236	0.36404274290236066	PML/XRN1/SP100/TINF2	4	65	1.4231225923572566	2.1304790268761717
GO:0000724	double-strand break repair via homologous recombination	170	0.007692307692307693	168/16034	0.75982615214815	0.8162044838421105	0.6735726997120548	REC8/CGAS	2	76	0.5736293414066174	1.3380858003720992
