GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.002805049088359046	30/16075	0.3867066625376183	0.5609675976891764	0.4676360510907329	SSBP1/TOP3A	2		21	2	2.4287257633479276	-0.1942195620356188	0.7508959858853526
GO:0000003	reproduction	1410	0	0	1	1	1		0		0	0	0	0	0
GO:0000012	single strand break repair	11	0.001402524544179523	11/16075	0.3929903801739486	0.5609675976891764	0.4676360510907329	LIG4	1		11	1	1.2721896855632	-0.24073957767051157	0.7217351314015307
GO:0000017	alpha-glucoside transport	2	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	132	0.009817671809256662	131/16075	0.3623994986461192	0.5433132598024103	0.4529189713734777	BCL6/CD40/ERCC2/H1-4/TP53BP1/YEATS4/KAT5	7		89	3	10.293171092284075	-1.2328683859361715	0.2874792229020657
GO:0000019	regulation of mitotic recombination	7	0.001402524544179523	7/16075	0.27213453428337164	0.4901286431365967	0.4085829986384604	ERCC2	1		3	0	0.3469608233354182	-Inf	0
GO:0000022	mitotic spindle elongation	12	0	0	1	1	1		0		0	0	0	0	0
GO:0000023	maltose metabolic process	3	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	25	0	0	1	1	1		0		0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	17	0.001402524544179523	17/16075	0.5377524783588565	0.6527249599724139	0.5441271902106973	PWP2	1		8	0	0.9252288622277819	-Inf	0
GO:0000038	very long-chain fatty acid metabolic process	35	0	0	1	1	1		0		0	0	0	0	0
GO:0000041	transition metal ion transport	93	0.005610098176718092	91/16075	0.5786999929631521	0.6792765116992251	0.5662612008933198	SLC31A1/SLC31A2/CP/FTH1	4		55	2	6.360948427816	-1.1570303095446668	0.30945575690034205
GO:0000045	autophagosome assembly	106	0.001402524544179523	106/16075	0.9919749260131547	0.9926674041464971	0.827511369344307	ATP2A2	1		52	1	6.013987604480582	-1.7940880234535683	0.16552217165684732
