GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.002331002331002331	30/16323	0.06666666666666667	1.2682983682983684	0.34644436239914994	0.4728128835619215	0.8725708269270611	0.8595063307004147	POLG2/SLC25A36	2	21	-1.7573918257238472	0.1716500215495711
GO:0000012	single strand break repair	12	0.0011655011655011655	13/16323	0.07692307692307693	1.4634211941904252	0.393709556160333	0.5045109395343277	0.8842778742505032	0.8710380952034114	TDP1	1	11	-1.80391184135874	0.16391847987828176
GO:0000027	ribosomal large subunit assembly	11	0.0011655011655011655	16/16323	0.0625	1.1890297202797202	0.1781797789945967	0.5786705177324631	0.8963477412297781	0.8829272470742495	RPL5	1	15	-2.1140667696625797	0.12045442509040251
GO:0000028	ribosomal small subunit assembly	16	0.0034965034965034965	18/16323	0.16666666666666666	3.1707459207459205	2.170402160500861	0.06552001722629115	0.8033323851223524	0.7913045558730816	RPS14/RPSA/PRKDC	3	8	-0.3868458215720958	0.6355398346371146
GO:0000038	very long-chain fatty acid metabolic process	19	0.002331002331002331	35/16323	0.05714285714285714	1.087112887112887	0.12151724584881504	0.5557643806099581	0.8902051107529655	0.8768765866360968	ABCD3/HACD2	2	24	-1.89092321834837	0.15036514217788305
GO:0000045	autophagosome assembly	74	0.011655011655011656	116/16323	0.08620689655172414	1.6400409934892695	1.629449246387177	0.08438764740366471	0.8566889422193809	0.8438622362287045	MTOR/PACS2/AP4M1/ATM/ULK3/SNX18/LRBA/ATG10/SNX30/EFNB1	10	52	-1.0546751941477512	0.3416218033991746
GO:0000050	urea cycle	12	0.002331002331002331	12/16323	0.16666666666666666	3.1707459207459205	1.771799975116722	0.1285586186251124	0.8566889422193809	0.8438622362287045	ASL/SLC25A15	2	6	-0.5046288572284793	0.5720203753293873
GO:0000054	ribosomal subunit export from nucleus	5	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	35	0.006993006993006993	192/16323	0.03125	0.5945148601398601	-1.3312213683678602	0.9422094291246359	0.973597346264399	0.9590202386371147	CUL3/DCTN2/ATM/KAT2B/KIF22/NCAPD2	6	110	-2.3147374651247308	0.09863211877933871
GO:0000076	DNA replication checkpoint signaling	13	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	40	0.01048951048951049	129/16323	0.06976744186046512	1.3272889900796878	0.8790317306206524	0.23792930742280824	0.8566889422193809	0.8438622362287045	RPL26/RAD1/ATM/CASP2/CDC14B/PIDD1/XPC/FOXN3/PRKDC	9	72	-1.4854581102402056	0.2245078357743669
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.004662004662004662	76/16323	0.05263157894736842	1.0012881854987117	0.0026512701385252883	0.5712320144579792	0.8963477412297781	0.8829272470742495	KAT2B/CCNY/HHEX/CCND2	4	32	-1.4854581102402054	0.22450783577436692
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0.01048951048951049	139/16323	0.06474820143884892	1.2318005735271922	0.6464491071080384	0.3085935377425828	0.8566889422193809	0.8438622362287045	CDK6/ATM/ARPP19/CALM2/INIP/CDC14B/CCNY/FOXN3/NES	9	33	-0.7052995526906304	0.4758034937896869
GO:0000132	establishment of mitotic spindle orientation	36	0.002331002331002331	36/16323	0.05555555555555555	1.0569153069153068	0.08052211115352356	0.5712042202985004	0.8963477412297781	0.8829272470742495	DCTN1/HTT	2	23	-1.8483636039295739	0.15685074323341588
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	0.0034965034965034965	45/16323	0.06666666666666667	1.2682983682983684	0.42450140771701345	0.42390517905752523	0.8632680764460612	0.8503428648995875	DCP2/EIF3E/PABPC1	3	25	-1.5262801047604606	0.21566690735284758
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	0.002331002331002331	22/16323	0.09090909090909091	1.7294977749523206	0.8064613468880765	0.323068137872503	0.8566889422193809	0.8438622362287045	MYH9/ATRX	2	4	-0.09916374912031481	0.8130194450494398
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0.0011655011655011655	25/16323	0.04	0.7609790209790209	-0.2817047935100577	0.7409966980040148	0.9160494980682852	0.9023340209498475	PRPF8	1	11	-1.80391184135874	0.16391847987828176
GO:0000245	spliceosomal complex assembly	28	0.0011655011655011655	87/16323	0.011494252873563218	0.21867213246523592	-1.7211106343643177	0.9909987503847064	0.9961009221688653	0.9811868815690162	CELF4	1	39	-3.069578214690016	0.04642406147892712
GO:0000255	allantoin metabolic process	8	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	17	0.002331002331002331	41/16323	0.04878048780487805	0.9280231963158793	-0.10868909645976639	0.6424915557395218	0.8976843206534029	0.8842438146704126	FIS1/MFF	2	9	-0.9100939653366436	0.39234289566480757
