GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000012	single strand break repair	13	0.014084507042253521	13/16323	0.07692307692307693	17.68472372697725	3.9776463690201407	0.055113251224993554	0.2989130471357093	0.26752168918681846	UNG	1	c(""55247"", ""7515"", ""3981"", ""55775"", ""200558"", ""54840"", ""7141"", ""1161"", ""7374"", ""2074"", ""23411"")	11	1	0.7650223707311549	0.2678502027973398	1.0828037720064208
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	18	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000041	transition metal ion transport	98	0.014084507042253521	96/16323	0.010416666666666666	2.394806338028169	0.905926293768865	0.34276019301037486	0.46861215371182124	0.419399273921767	HAMP	1	c(""567"", ""23516"", ""392"", ""91252"", ""30061"", ""475"", ""1317"", ""1785"", ""7922"", ""7037"", ""64116"", ""55858"", ""4241"", ""27032"", ""7782"", ""7781"", ""169026"", ""7036"", ""538"", ""10463"", ""55334"", ""29986"", ""22853"", ""6556"", ""79901"", ""1318"", ""57181"", ""3077"", ""29985"", ""28982"", ""10058"", ""7779"", ""51312"", ""55676"", ""7226"", ""81615"", ""1213"", ""7780"", ""7018"", ""10057"", ""10063"", ""55652"", ""22"", ""148867"", ""27173"", ""540"", ""4891"", ""55630"", ""8943"", ""55532"", ""64924"", ""25800"", ""387849"", ""57192"", ""3263"")	55	0	3.825111853655774	-Inf	0
GO:0000045	autophagosome assembly	116	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000050	urea cycle	12	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000052	citrulline metabolic process	6	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000053	argininosuccinate metabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	15	0.014084507042253521	15/16323	0.06666666666666667	15.326760563380283	3.6690677842875314	0.06332207855842165	0.30662718220857327	0.2744256984466448	RAN	1	c(""51068"", ""6209"", ""5901"", ""7514"")	4	1	0.2781899529931472	1.2794511144758198	1.9914072030161372
GO:0000055	ribosomal large subunit export from nucleus	8	0.014084507042253521	8/16323	0.125	28.737676056338028	5.186614627522959	0.03427959318425744	0.2989130471357093	0.26752168918681846	RAN	1	c(""5901"", ""7514"", ""51068"")	3	1	0.20864246474486042	1.5671331869276006	2.2709898075893937
GO:0000056	ribosomal small subunit export from nucleus	8	0.014084507042253521	8/16323	0.125	28.737676056338028	5.186614627522959	0.03427959318425744	0.2989130471357093	0.26752168918681846	RAN	1	c(""6209"", ""5901"", ""7514"")	3	1	0.20864246474486042	1.5671331869276006	2.2709898075893937
GO:0000070	mitotic sister chromatid segregation	192	0.04225352112676056	192/16323	0.015625	3.5922095070422535	2.3881000743027654	0.05117752930843997	0.2989130471357093	0.26752168918681846	RAN/ANAPC15/NCAPH	3	c(""9183"", ""9639"", ""3796"", ""283489"", ""7272"", ""29128"", ""51510"", ""23212"", ""8452"", ""10726"", ""56647"", ""27183"", ""9126"", ""9700"", ""9918"", ""11200"", ""81620"", ""90417"", ""51652"", ""8243"", ""126353"", ""1062"", ""221150"", ""8697"", ""7756"", ""81930"", ""9493"", ""10403"", ""24137"", ""148479"", ""84861"", ""3834"", ""23310"", ""64151"", ""9525"", ""29082"", ""3837"", ""79643"", ""57132"", ""23397"", ""27436"", ""26065"", ""79003"", ""2316"", ""129563"", ""128866"", ""348235"", ""220134"", ""10615"", ""5501"", ""79884"", ""57082"", ""10592"", ""2801"", ""23172"", ""9212"", ""9928"", 
""891"", ""9055"", ""152185"", ""3833"", ""10464"", ""10051"", ""91782"", ""9371"", ""55165"", ""81929"", ""729440"", ""55125"", ""5901"", ""92421"", ""8766"", ""22919"", ""387"", ""10274"", ""285643"", ""3832"", ""84722"", ""54617"", ""23636"", ""27243"", ""256364"", ""54627"", ""158983"", ""23063"", ""55143"", ""5347"", ""54984"", ""49856"", ""5119"", ""11130"", ""10735"", ""29098"", ""11004"", ""8086"", ""79998"", ""285331"", ""54908"", ""91272"", ""25978"", ""387893"", ""3835"", ""29127"", ""8678"", ""6795"", ""10015"", ""51203"", ""10540"", ""26993"", ""22974"")	110	2	7.650223707311548	-1.3415877096367606	0.2585403483263599
GO:0000075	cell cycle checkpoint signaling	202	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000076	DNA replication checkpoint signaling	20	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000077	DNA damage checkpoint signaling	130	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	77	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000082	G1/S transition of mitotic cell cycle	228	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	139	0.014084507042253521	139/16323	0.007194244604316547	1.6539669672712536	0.5117793184874163	0.45583748299603355	0.5235312972443761	0.46855089907599484	TPD52L1	1	c(""890"", ""5347"", ""5243"", ""51400"", ""23326"", ""9088"", ""993"", ""5218"", ""7319"", ""332"", ""51451"", ""7164"", ""1263"", ""84930"", ""219771"", ""284001"", ""983"", ""11200"", ""79831"", ""994"", ""2305"", ""9113"", ""6873"", ""10776"", ""7465"", ""9024"", ""10083"", ""9833"", ""6790"", ""79176"", ""995"", ""84446"", ""10763"")	33	1	2.2950671121934643	-0.8307620858707698	0.4229901673338109
GO:0000096	sulfur amino acid metabolic process	33	0.014084507042253521	33/16323	0.030303030303030304	6.966709346991037	2.267742633642736	0.13410738381343457	0.3386787033689043	0.3031112214239203	BLMH	1	c(""58478"", ""1800"", ""6611"", ""2729"", ""55256"", ""50507"", ""1491"", ""51074"", ""7263"", ""4143"", ""4357"", ""4522"", ""1373"", ""4552"", ""4548"", ""875"", ""2326"", ""4482"", ""4524"", ""670"", ""23743"", ""4594"", ""189"", ""1036"", ""635"")	25	0	1.7386872062071699	-Inf	0
GO:0000097	sulfur amino acid biosynthetic process	16	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000098	sulfur amino acid catabolic process	10	0.014084507042253521	10/16323	0.1	22.990140845070425	4.597519153317466	0.04266684997883741	0.2989130471357093	0.26752168918681846	BLMH	1	c(""7263"", ""875"", ""4143"", ""2326"", ""4357"", ""4552"", ""189"")	7	0	0.48683241773800756	-Inf	0
GO:0000101	sulfur amino acid transport	12	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000103	sulfate assimilation	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000105	L-histidine biosynthetic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000122	negative regulation of transcription by RNA polymerase II	906	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000132	establishment of mitotic spindle orientation	36	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000154	rRNA modification	34	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000165	MAPK cascade	744	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000183	rDNA heterochromatin formation	9	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	45	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000209	protein polyubiquitination	258	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000212	meiotic spindle organization	22	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000226	microtubule cytoskeleton organization	660	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000245	spliceosomal complex assembly	92	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000255	allantoin metabolic process	7	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000256	allantoin catabolic process	0	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000266	mitochondrial fission	41	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000270	peptidoglycan metabolic process	6	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000271	polysaccharide biosynthetic process	62	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000272	polysaccharide catabolic process	29	0.014084507042253521	28/16323	0.03571428571428571	8.21076458752515	2.5240363480202412	0.11499171051142543	0.32445167663984864	0.29037829370753654	CHIT1	1	c(""178"", ""5837"", ""2548"", ""8972"", ""8987"")	5	0	0.347737441241434	-Inf	0
GO:0000278	mitotic cell cycle	892	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000280	nuclear division	442	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000281	mitotic cytokinesis	93	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	58	0.014084507042253521	57/16323	0.017543859649122806	4.033358042994811	1.5162931517592708	0.22034307284299048	0.38515252570116226	0.34470443915873905	NT5C3B	1	c(""29883"", ""201626"", ""154197"", ""22894"", ""7538"", ""28960"", ""167227"", ""219988"", ""246175"", ""57472"", ""115024"", ""9924"")	12	1	0.8345698589794417	0.18083882580771	1.0148344149076245
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	32	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	11	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000292	RNA fragment catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000296	spermine transport	3	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000302	response to reactive oxygen species	191	0.014084507042253521	189/16323	0.005291005291005291	1.2164095685222447	0.19778747637301258	0.5633732452604956	0.5756903409268372	0.5152322855394167	IL18BP	1	c(""2353"", ""51157"", ""3569"", ""120892"", ""1894"", ""8692"", ""8989"", ""3039"", ""5470"", ""3373"", ""6647"", ""84334"", ""6546"", ""11235"", ""472"", ""7295"", ""5580"", ""4137"", ""10105"", ""140823"", ""10494"", ""5601"", ""388"", ""5156"", ""23411"", ""55139"", ""10587"", ""337"", ""6278"", ""5796"", ""59338"", ""5970"", ""114757"", ""1728"", ""5193"", ""5828"", ""10013"", ""5599"", ""2876"", ""4846"", ""3043"", ""10276"", ""2168"", ""4151"", ""23064"", ""5192"", ""8754"", ""54936"", ""7226"", ""4217"", ""5195"", ""2395"", ""3091"", ""5830"", ""5798"", ""11315"", ""1906"", ""259"", ""358"", ""6648"", ""80312"", 
""3240"", ""5603"", ""25"", ""6188"", ""25824"", ""1421"", ""7001"", ""4968"", ""4504"", ""347"", ""10935"", ""375748"", ""5164"", ""91298"", ""6714"", ""10645"", ""1263"", ""4780"", ""5598"", ""847"", ""5194"")	82	0	5.702894036359518	-Inf	0
GO:0000303	response to superoxide	27	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
