GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.003472222222222222	30/16323	0.03333333333333333	1.8892361111111111	0.6533195252751719	0.41404888692367814	0.6561490912499762	0.6331457282390826	AKT3	1	21	-1.3531205874378924	0.2556390360610342
GO:0000012	single strand break repair	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	11	0.003472222222222222	16/16323	0.0625	3.5423177083333335	1.3634877069723754	0.24795062023500924	0.5858962456160891	0.5653558163076347	RPL5	1	15	-1.0166483508166795	0.35434366543834167
GO:0000028	ribosomal small subunit assembly	16	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	19	0.006944444444444444	35/16323	0.05714285714285714	3.238690476190476	1.7768167598578224	0.126411707793694	0.5657591634083716	0.5459247026338703	ACOX1/HACD2	2	24	-0.7935047995024697	0.43810695515583215
GO:0000045	autophagosome assembly	74	0.003472222222222222	116/16323	0.008620689655172414	0.4885955459770115	-0.740782361910371	0.8741076122251275	0.8980350208757807	0.8665515884407108	FEZ1	1	52	-2.2598418682958967	0.10417844089415644
GO:0000050	urea cycle	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	5	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	35	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000076	DNA replication checkpoint signaling	13	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	40	0.006944444444444444	129/16323	0.015503875968992248	0.8787144702842377	-0.1853425891057365	0.667414451204883	0.7717955724736654	0.7447378595840677	CDC14B/CCNG1	2	72	-1.8921170881705793	0.15018707053509173
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.006944444444444444	76/16323	0.02631578947368421	1.4915021929824561	0.5755646522674392	0.388936098116633	0.6477049407630202	0.6249976139145785	CCNG1/IPO5	2	32	-1.0811868719542506	0.3330039359242662
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0.013888888888888888	139/16323	0.02877697841726619	1.6309952038369306	1.0012417991932392	0.23075854134680523	0.5848695852989577	0.5643651487858586	PLCB1/CDC14B/CCNG1/PKIA	4	33	-0.418811350061059	0.6177761433968366
GO:0000132	establishment of mitotic spindle orientation	36	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	0.003472222222222222	45/16323	0.022222222222222223	1.2594907407407407	0.2336017269697604	0.5516364437246433	0.713302248427199	0.6882952023520466	NBAS	1	25	-1.5274739745826702	0.21541349268480822
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0	0	0	0	0	1	1	1		0	0	0	0
