GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.0021141649048625794	30/16323	0.13333333333333333	1.1503171247357293	0.29837854925811463	0.46484594679943503	0.9999999085545479	0.9999999085545479	DNAJA3/PRIMPOL/AKT3/SLC25A36	4	21	-1.5015134861643065	0.220989591239192
GO:0000012	single strand break repair	12	0.0010570824524312897	13/16323	0.15384615384615385	1.3272889900796878	0.4274399703773727	0.454897673331227	0.9999999085545479	0.9999999085545479	TDP1/ERCC8	2	11	-1.548033501799199	0.2110945129850462
GO:0000027	ribosomal large subunit assembly	11	0.0021141649048625794	16/16323	0.25	2.1568446088794926	1.6762817708811841	0.10527774447936804	0.9999999085545479	0.9999999085545479	DHX30/MDN1/BRIX1/FASTKD2	4	15	-1.1650412495430935	0.30706168182826826
GO:0000028	ribosomal small subunit assembly	16	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	19	0.002642706131078224	35/16323	0.14285714285714285	1.2324826336454242	0.49852816355785656	0.38271730204861254	0.9999999085545479	0.9999999085545479	HACD3/HACD2/ACSL6/ABCD2/CYP4F12	5	24	-1.411901327474619	0.24133017515600722
GO:0000045	autophagosome assembly	74	0.004228329809725159	116/16323	0.06896551724137931	0.5949916162426186	-1.5850418422429429	0.9661757108145562	0.9999999085545479	0.9999999085545479	PIP4K2B/EPM2A/CHEK2/TRIM32/ATG14/ATG9B/ATM/RAB23	8	52	-1.7150875864623654	0.17899068623450934
GO:0000050	urea cycle	12	0.0010570824524312897	12/16323	0.16666666666666666	1.4378964059196617	0.549440601976284	0.4132994223333357	0.9999999085545479	0.9999999085545479	SLC25A15/AGMAT	2	6	-0.9418976982288836	0.3806295724978795
GO:0000054	ribosomal subunit export from nucleus	5	0.0021141649048625794	15/16323	0.26666666666666666	2.3006342494714587	1.8247337452612515	0.0865587615774778	0.9999999085545479	0.9999999085545479	SDAD1/MDN1/NPM1/NUP88	4	4	0.15671459043922606	0.99640521615248
GO:0000055	ribosomal large subunit export from nucleus	7	0.0021141649048625794	8/16323	0.5	4.313689217758985	3.3943941363198147	0.008565993857179925	0.8690200768109034	0.8690200768109034	SDAD1/MDN1/NPM1/NUP88	4	3	0.44439666289100704	1.2273475322330167
GO:0000056	ribosomal small subunit export from nucleus	7	0.0010570824524312897	8/16323	0.25	2.1568446088794926	1.1850195654948552	0.23529737447126373	0.9999999085545479	0.9999999085545479	NPM1/NUP88	2	3	-0.24875051766893827	0.7167967684887273
GO:0000070	mitotic sister chromatid segregation	35	0.011099365750528542	192/16323	0.109375	0.943619516384778	-0.2845429337885149	0.6456263636869852	0.9999999085545479	0.9999999085545479	DIS3L2/BUB3/PPP1CC/CHEK2/PCID2/CHMP7/KNTC1/KIF22/EML4/CENPC/KIF2A/UHRF1/SKA2/SMC4/SPDL1/ATM/MZT1/GEN1/ABRAXAS1/CENPK/USP44	21	110	-1.4992433376297671	0.22148379434096602
GO:0000076	DNA replication checkpoint signaling	13	5.285412262156448e-4	20/16323	0.05	0.4313689217758986	-0.9213207768985385	0.9150300058045862	0.9999999085545479	0.9999999085545479	MDC1	1	12	-2.3281920593487744	0.09731812467789223
GO:0000077	DNA damage checkpoint signaling	40	0.008985200845665961	129/16323	0.13178294573643412	1.1369413442155465	0.5653942841949673	0.3243555147186955	0.9999999085545479	0.9999999085545479	FANCD2/MDC1/INTS7/FBXO31/RNASEH2B/CHEK2/RINT1/MRNIP/BARD1/USP28/CRY1/WDR76/RAD1/MSH2/ATM/ABRAXAS1/CCNG1	17	72	-1.2867381845206134	0.27277483870958574
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.005285412262156448	76/16323	0.13157894736842105	1.1351813730944698	0.4276968964041973	0.38560052663925204	0.9999999085545479	0.9999999085545479	MEN1/IPO5/CCND2/RGCC/TFAP4/IPO7/LATS1/MNAT1/CCNG1/SPDYE5	10	32	-1.0064362193664547	0.35783377993231974
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0.008456659619450317	139/16323	0.11510791366906475	0.9930795321459535	-0.029668730277319578	0.55154201806655	0.9999999085545479	0.9999999085545479	ARPP19/CDC25B/RNASEH2B/CHEK2/RINT1/MRNIP/CDK6/BARD1/MTA3/LATS1/ATM/ABCB1/ABRAXAS1/CCNG1/WEE1/PKIA	16	33	-0.567204248787473	0.5404170649805781
GO:0000132	establishment of mitotic spindle orientation	36	0.002642706131078224	36/16323	0.1388888888888889	1.1982470049330516	0.43115792828357447	0.4067868684946434	0.9999999085545479	0.9999999085545479	MCPH1/GPSM1/SPDL1/SPRY1/FGF10	5	23	-1.369341713055823	0.2516110369060462
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	0.0036997885835095136	45/16323	0.15555555555555556	1.3420366455250174	0.8319120457784411	0.26205936424215853	0.9999999085545479	0.9999999085545479	NCBP1/SYNCRIP/GSPT2/SKIC3/EIF3E/UPF3A/PNRC2	7	25	-1.1162510853736614	0.3219163648585514
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	0.0010570824524312897	22/16323	0.09090909090909091	0.7843071305016337	-0.366554912595679	0.7418316998830492	0.9999999085545479	0.9999999085545479	SEPTIN1/SKA2	2	4	-0.5364325901207193	0.5557740283933839
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0.0010570824524312897	25/16323	0.08	0.6901902748414376	-0.5613024443940516	0.803607710663114	0.9999999085545479	0.9999999085545479	DDX20/SRSF10	2	11	-1.548033501799199	0.2110945129850462
GO:0000245	spliceosomal complex assembly	28	0.006342494714587738	87/16323	0.13793103448275862	1.1899832324852373	0.6433309082337582	0.3056854862148257	0.9999999085545479	0.9999999085545479	CELF1/SF3A3/NCBP1/SRSF6/LUC7L/SNRPD3/SRSF10/GEMIN6/PSIP1/GCFC2/SMN1/PRPF39	12	39	-1.0219404059024202	0.3525473992183691
GO:0000255	allantoin metabolic process	8	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	17	0.003171247357293869	41/16323	0.14634146341463414	1.2625431856855565	0.6094496658285581	0.33760778374863015	0.9999999085545479	0.9999999085545479	PGAM5/DNM1L/RALA/MYO19/DDHD2/SLC25A46	6	9	-0.24875051766893827	0.7167967684887273
GO:0000278	mitotic cell cycle	127	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000281	mitotic cytokinesis	63	0.0036997885835095136	93/16323	0.07526881720430108	0.6493725704153311	-1.2277986223859332	0.9252353577634416	0.9999999085545479	0.9999999085545479	SNX9/SEPTIN6/CHMP7/SPTBN1/TTC19/ANK3/RTKN	7	63	-2.040509986896993	0.12959931871783786
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	14	0.004228329809725159	57/16323	0.14035087719298245	1.2108601313007676	0.5774183161505534	0.33891454751659544	0.9999999085545479	0.9999999085545479	SYNCRIP/DIS3/PAN2/CNOT7/PDE12/CNOT6/TNRC6C/CNOT6L	8	12	-0.24875051766893827	0.7167967684887273
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	20	0.002642706131078224	32/16323	0.15625	1.3480278805496828	0.7135332135842368	0.3106252193721676	0.9999999085545479	0.9999999085545479	PAN2/CNOT7/CNOT6/TNRC6C/CNOT6L	5	6	-0.0256069663547285	0.8633831296221218
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	9	5.285412262156448e-4	10/16323	0.1	0.8627378435517972	-0.15721100315501205	0.708386635282809	0.9999999085545479	0.9999999085545479	CNOT7	1	2	-0.5364325901207193	0.5557740283933839
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000302	response to reactive oxygen species	15	0.008456659619450317	189/16323	0.08465608465608465	0.7303600791972885	-1.3500290262862527	0.9337189274250586	0.9999999085545479	0.9999999085545479	FOXP1/UBE3A/BCL2/NOS3/COL6A1/ATM/ABCC9/MYB/SESN1/PDGFD/PLEKHA1/RLIG1/PTPRK/AXL/PAWR/SMPD3	16	82	-1.4774159345852458	0.22629043943942245
GO:0000303	response to superoxide	5	5.285412262156448e-4	27/16323	0.037037037037037035	0.3195325346488137	-1.2812910100039845	0.9641756557109064	0.9999999085545479	0.9999999085545479	NOS3	1	11	-2.2411806823591442	0.10613351889999614
GO:0000338	protein deneddylation	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	10	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000375	RNA splicing, via transesterification reactions	25	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000380	alternative mRNA splicing, via spliceosome	24	0.0047568710359408035	75/16323	0.12	1.0352854122621564	0.1108983059098779	0.5092961772341835	0.9999999085545479	0.9999999085545479	CELF1/RBMX/NCBP1/SRSF6/REST/RBM15/ESRP2/KHDRBS2/NOVA2	9	12	-0.13096748201255487	0.7918582978949498
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	57	0.0036997885835095136	57/16323	0.12280701754385964	1.0595026148881719	0.16294165939921282	0.49619954292573176	0.9999999085545479	0.9999999085545479	CELF1/RBMX/SRSF6/REST/RBM15/KHDRBS2/NOVA2	7	38	-1.5349614202318462	0.21383075575479396
GO:0000387	spliceosomal snRNP assembly	30	0.003171247357293869	50/16323	0.12	1.0352854122621564	0.09047850694233178	0.5292790212148042	0.9999999085545479	0.9999999085545479	PRMT7/SNRPD3/DDX20/SRSF10/GEMIN6/SMN1	6	32	-1.5172618431324454	0.21759051250406325
GO:0000389	mRNA 3'-splice site recognition	6	5.285412262156448e-4	6/16323	0.16666666666666666	1.4378964059196617	0.38844173795504194	0.522551712539273	0.9999999085545479	0.9999999085545479	SF3A3	1	5	-1.4527233219948743	0.2318496068815575
GO:0000395	mRNA 5'-splice site recognition	24	0.0010570824524312897	16/16323	0.125	1.0784223044397463	0.11363486362284218	0.5686096680203794	0.9999999085545479	0.9999999085545479	PSIP1/PRPF39	2	3	-0.24875051766893827	0.7167967684887273
GO:0000398	mRNA splicing, via spliceosome	183	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000413	protein peptidyl-prolyl isomerization	28	0.0015856236786469344	25/16323	0.12	1.0352854122621564	0.06392887810111048	0.566513900668844	0.9999999085545479	0.9999999085545479	CWC27/PPIL3/PPIL6	3	3	0.15671459043922606	0.99640521615248
GO:0000422	autophagy of mitochondrion	23	0.0036997885835095136	112/16323	0.0625	0.5392111522198731	-1.7717608762957133	0.980143037217325	0.9999999085545479	0.9999999085545479	FUNDC1/DNM1L/USP36/ATG14/SLC25A46/ATG9B/RETREG1	7	31	-1.3313624649906068	0.26113902789205956
GO:0000423	mitophagy	51	0.003171247357293869	92/16323	0.06521739130434782	0.5626551153598676	-1.5231559293946941	0.9633270605552602	0.9999999085545479	0.9999999085545479	FUNDC1/DNM1L/USP36/ATG14/ATG9B/RETREG1	6	25	-1.2704017652009199	0.27715682073816794
