GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0011918951132300357	30/16323	0.03333333333333333	0.6485101311084625	-0.4485377458755401	0.7949463231961771	0.8643760797935932	0.6575844320159568	ENDOG	1		21	1	1.5104491136659681	-0.4124070328732618	0.6213036816274438
GO:0000012	single strand break repair	13	0.0011918951132300357	13/16323	0.07692307692307693	1.496561841019529	0.41691173926942093	0.49653549480583015	0.6512663928911406	0.49545869103951584	ERCC6	1		11	1	0.7911876309678881	0.23422013205179065	1.0562610054018509
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.014302741358760428	140/16323	0.08571428571428572	1.6675974799931892	1.846610392070011	0.05689597906155248	0.1993797130462841	0.15168049929187427	ERCC2/ERCC6/FANCB/FUS/MSH6/H1-0/H1-2/H1-3/H1-4/H1-5/H1-6/H1-1	12		89	3	6.401427196012913	-0.757908676213869	0.4529931779207081
GO:0000019	regulation of mitotic recombination	7	0.0011918951132300357	7/16323	0.14285714285714285	2.7793291333219816	1.0960353137469616	0.3088823392739706	0.5266255662541461	0.40063669271482905	ERCC2	1		3	0	0.21577844480942404	-Inf	0
GO:0000022	mitotic spindle elongation	12	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	18	0.0011918951132300357	18/16323	0.05555555555555555	1.080850218514104	0.07988829176804704	0.6133869225878228	0.7314412024398533	0.5564526354944194	FAU	1		8	1	0.575409186158464	0.5526738631703253	1.319875653024187
GO:0000038	very long-chain fatty acid metabolic process	35	0.0011918951132300357	35/16323	0.02857142857142857	0.5558658266643964	-0.612266388079603	0.8425827435364792	0.8993115335673459	0.6841619959537728	ACSL1	1		24	0	1.7262275584753923	-Inf	0
GO:0000041	transition metal ion transport	98	0.007151370679380214	96/16323	0.0625	1.215956495828367	0.4939794203256743	0.3721164576206884	0.57285866374745	0.4358090741193821	FKBP4/FXN/FTH1/FTL/CBLIF/HFE	6		55	1	3.9559381548394406	-1.3752177803823096	0.2501669728317339
GO:0000045	autophagosome assembly	116	0.0023837902264600714	116/16323	0.017241379310344827	0.3354362747112737	-1.6720158742790108	0.9842515534511405	0.9964352043698844	0.7580499891467856	EPHB2/MTOR	2		52	0	3.7401597100300163	-Inf	0
GO:0000050	urea cycle	12	0.0011918951132300357	12/16323	0.08333333333333333	1.6212753277711562	0.501141677242275	0.46923412976847834	0.6340743858284775	0.48237966622173595	FH	1		6	0	0.4315568896188481	-Inf	0
GO:0000052	citrulline metabolic process	6	0	0	0	0	0	1	1	1		0		0	0	0	0	0
