GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.004655493482309125	30/16323	0.16666666666666666	2.533054003724395	2.230415104620234	0.0441291709456346	0.9999856440116122	0.9999856440116122	NEURL4/MPV17/PARP1/ENDOG/MGME1	5	21	-1.0917193663607385	0.32963665566260947
GO:0000012	single strand break repair	12	0.002793296089385475	13/16323	0.23076923076923078	3.507305543618393	2.4000489629107293	0.049453547120530766	0.9999856440116122	0.9999856440116122	UNG/ERCC6/PARP1	3	11	-0.9559178252016767	0.3755676067792789
GO:0000027	ribosomal large subunit assembly	11	9.31098696461825e-4	16/16323	0.0625	0.9498952513966481	-0.05321327500993417	0.6636146102134892	0.9999856440116122	0.9999856440116122	MRM2	1	15	-2.364685042173626	0.09384110458728068
GO:0000028	ribosomal small subunit assembly	16	9.31098696461825e-4	18/16323	0.05555555555555555	0.8443513345747982	-0.17534338949779868	0.7064662865668119	0.9999856440116122	0.9999856440116122	METTL17	1	8	-1.7360763827512518	0.17531104679798376
GO:0000038	very long-chain fatty acid metabolic process	19	9.31098696461825e-4	35/16323	0.02857142857142857	0.43423782920989623	-0.8892056067954284	0.9078846872020123	0.9999856440116122	0.9999856440116122	ABCD3	1	24	-2.8346886714193613	0.05870308797115213
GO:0000045	autophagosome assembly	74	0.01303538175046555	116/16323	0.1206896551724138	1.8342804854555963	2.3930838117966995	0.020035957569350525	0.9702125363111695	0.9702125363111694	CHEK2/ATM/WIPI2/PIP4K2B/SNX30/ULK1/ULK3/RNF5/ATG9A/ATG16L2/ATG4C/TP53INP1/TRIM32/EHMT2	14	52	-0.9688212300375847	0.3709631522057681
GO:0000050	urea cycle	12	9.31098696461825e-4	12/16323	0.08333333333333333	1.2665270018621975	0.24510924282815968	0.5582537537608564	0.9999856440116122	0.9999856440116122	CEBPA	1	6	-1.448394310299471	0.23283770707021112
GO:0000054	ribosomal subunit export from nucleus	5	0.00186219739292365	15/16323	0.13333333333333333	2.026443202979516	1.0554759612162492	0.25911689384393033	0.9999856440116122	0.9999856440116122	TSC1/NOP9	2	4	-0.34978202163136124	0.6566285408430742
GO:0000055	ribosomal large subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	7	9.31098696461825e-4	8/16323	0.125	1.8997905027932962	0.6755554540517689	0.4199324319953245	0.9999856440116122	0.9999856440116122	NOP9	1	3	-0.7552471297395256	0.45412385478248263
GO:0000070	mitotic sister chromatid segregation	35	0.010242085661080074	192/16323	0.057291666666666664	0.8707373137802608	-0.478146840927582	0.7252842516814767	0.9999856440116122	0.9999856440116122	NSMCE2/CHEK2/ATM/PPP1CC/AAAS/MAD1L1/XRCC3/NCAPD2/PRAP1/KIF15/PSRC1	11	110	-1.9592199340654617	0.14050558015856518
GO:0000076	DNA replication checkpoint signaling	13	0.00186219739292365	20/16323	0.1	1.519832402234637	0.6173233798335809	0.3826153583025117	0.9999856440116122	0.9999856440116122	RAD9A/CDC45	2	12	-1.448394310299471	0.23283770707021112
GO:0000077	DNA damage checkpoint signaling	40	0.013966480446927373	129/16323	0.11627906976744186	1.767246979342601	2.321780290660314	0.022372354068092695	0.9702125363111695	0.9702125363111694	MAPK14/TAOK2/DGKZ/FOXN3/CHEK2/ATM/CDK5RAP3/FOXO4/ERCC6/RNASEH2B/RAD9A/CASP2/BLM/GNB1L/PRAP1	15	72	-1.2252507589852613	0.2896182317107985
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.006517690875232775	76/16323	0.09210526315789473	1.3998456336371654	0.9272155554500345	0.23241023259452417	0.9999856440116122	0.9999856440116122	CDK5RAP3/BLM/TFAP4/HHEX/CDK5R1/CDKN2C/PSRC1	7	32	-1.1764605948158293	0.3036790823425352
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0.013966480446927373	139/16323	0.1079136690647482	1.6401069088862987	2.011338307608632	0.04003169631734128	0.9999856440116122	0.9999856440116122	TAOK2/FOXN3/CHEK2/ATM/CDK5RAP3/ZFYVE19/FOXO4/MTA3/RNASEH2B/RAD51B/CDC25B/BLM/CALM2/NES/CCNA2	15	33	-0.4450922014356862	0.6034651217349151
GO:0000132	establishment of mitotic spindle orientation	36	0.00186219739292365	36/16323	0.05555555555555555	0.8443513345747982	-0.24810998855379396	0.69529783749202	0.9999856440116122	0.9999856440116122	CENPA/SAPCD2	2	23	-2.0989818764406203	0.12227623789460211
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	9.31098696461825e-4	45/16323	0.022222222222222223	0.3377405338299193	-1.1805980315036142	0.9534410038046327	0.9999856440116122	0.9999856440116122	SMG6	1	25	-2.8755106659396166	0.056357498841879176
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	0.00186219739292365	25/16323	0.08	1.2158659217877095	0.2866520682206973	0.49657049607589254	0.9999856440116122	0.9999856440116122	USP4/PRPF8	2	11	-1.3613829333098413	0.25357968532173714
GO:0000245	spliceosomal complex assembly	28	0.00186219739292365	87/16323	0.022988505747126436	0.34938675913439926	-1.6147717678408908	0.9811021210916029	0.9999856440116122	0.9999856440116122	PSIP1/CELF2	2	39	-2.627049306641117	0.0722286388664611
GO:0000255	allantoin metabolic process	8	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	17	9.31098696461825e-4	41/16323	0.024390243902439025	0.3706908298133261	-1.070706054913632	0.9388273212837828	0.9999856440116122	0.9999856440116122	MIEF2	1	9	-1.8538594184076354	0.1559980097339968
GO:0000278	mitotic cell cycle	127	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000281	mitotic cytokinesis	63	0.004655493482309125	93/16323	0.053763440860215055	0.8171141947498048	-0.4693862446380963	0.7405976515333459	0.9999856440116122	0.9999856440116122	ZFYVE26/LZTS2/CKAP2/KLHDC8B/CENPA	5	63	-2.190331655028848	0.11164754141507888
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	14	0.002793296089385475	57/16323	0.05263157894736842	0.7999117906498089	-0.4015935108929418	0.7333149065571398	0.9999856440116122	0.9999856440116122	POLR2G/TNRC6B/ZFP36L2	3	12	-1.0429292021913066	0.3455056371170581
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	20	0.00186219739292365	32/16323	0.0625	0.9498952513966481	-0.0752918814903058	0.6317056283988456	0.9999856440116122	0.9999856440116122	POLR2G/TNRC6B	2	6	-0.7552471297395256	0.45412385478248263
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	9	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	9.31098696461825e-4	9/16323	0.1111111111111111	1.6887026691495963	0.5484549204685641	0.4581176951296806	0.9999856440116122	0.9999856440116122	COG4	1	8	-1.7360763827512518	0.17531104679798376
GO:0000302	response to reactive oxygen species	15	0.00931098696461825	189/16323	0.05291005291005291	0.8041441281664745	-0.7187280878767093	0.8042160793720661	0.9999856440116122	0.9999856440116122	ATM/MPV17/ERCC6/CCS/ABL1/PCNA/UCP3/PDK2/SMPD3/OGG1	10	82	-1.7607689953416232	0.17107689767300988
GO:0000303	response to superoxide	5	0.002793296089385475	27/16323	0.1111111111111111	1.6887026691495963	0.9504762851209226	0.26084889990250276	0.9999856440116122	0.9999856440116122	ERCC6/CCS/UCP3	3	11	-0.9559178252016767	0.3755676067792789
GO:0000338	protein deneddylation	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	10	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000375	RNA splicing, via transesterification reactions	25	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000380	alternative mRNA splicing, via spliceosome	24	9.31098696461825e-4	75/16323	0.013333333333333334	0.2026443202979516	-1.8367536597665923	0.994003645994871	0.9999856440116122	0.9999856440116122	CELF2	1	12	-2.1415414908594164	0.11720509277935472
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	57	9.31098696461825e-4	57/16323	0.017543859649122806	0.2666372635499363	-1.4719193951782692	0.9794807745806542	0.9999856440116122	0.9999856440116122	CELF2	1	38	-3.2942210007978017	0.03708842884900438
GO:0000387	spliceosomal snRNP assembly	30	0.002793296089385475	50/16323	0.06	0.9118994413407822	-0.16557623289599924	0.6477760144157104	0.9999856440116122	0.9999856440116122	USP4/WDR77/PRPF8	3	32	-2.0237584552030325	0.13177610918956728
GO:0000389	mRNA 3'-splice site recognition	6	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000395	mRNA 5'-splice site recognition	24	9.31098696461825e-4	16/16323	0.0625	0.9498952513966481	-0.05321327500993417	0.6636146102134892	0.9999856440116122	0.9999856440116122	PSIP1	1	3	-0.7552471297395256	0.45412385478248263
GO:0000398	mRNA splicing, via spliceosome	183	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000413	protein peptidyl-prolyl isomerization	28	0.00186219739292365	25/16323	0.08	1.2158659217877095	0.2866520682206973	0.49657049607589254	0.9999856440116122	0.9999856440116122	PPIH/PPIL2	2	3	-0.06209994917958028	0.8381507905455222
GO:0000422	autophagy of mitochondrion	23	0.008379888268156424	112/16323	0.08035714285714286	1.2212938946528333	0.623651090214878	0.316798912939088	0.9999856440116122	0.9999856440116122	PARL/TAFAZZIN/WIPI2/SNX30/ULK1/ULK3/ATG9A/NIPSNAP1/ATG4C	9	31	-0.8933974682203428	0.39862193768592
GO:0000423	mitophagy	51	0.0074487895716946	92/16323	0.08695652173913043	1.3215933932475104	0.8209118751583423	0.2583774338561741	0.9999856440116122	0.9999856440116122	PARL/TAFAZZIN/SNX30/ULK1/ULK3/ATG9A/NIPSNAP1/ATG4C	8	25	-0.7960691242597808	0.4370513877270831
GO:0000425	pexophagy	11	9.31098696461825e-4	11/16323	0.09090909090909091	1.3816658202133063	0.33604245605911104	0.527118731549225	0.9999856440116122	0.9999856440116122	ATM	1	6	-1.448394310299471	0.23283770707021112
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	5	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	9.31098696461825e-4	9/16323	0.1111111111111111	1.6887026691495963	0.5484549204685641	0.4581176951296806	0.9999856440116122	0.9999856440116122	NOP9	1	0	0	0
GO:0000460	maturation of 5.8S rRNA	14	9.31098696461825e-4	35/16323	0.02857142857142857	0.43423782920989623	-0.8892056067954284	0.9078846872020123	0.9999856440116122	0.9999856440116122	NOP9	1	10	-1.9592199340654617	0.14050558015856518
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	25	0.00186219739292365	34/16323	0.058823529411764705	0.8940190601380217	-0.1641678682065245	0.6647158162371187	0.9999856440116122	0.9999856440116122	NOP9/ERCC2	2	1	1.0365123394885294	1.7597227760974643
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	16	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000470	maturation of LSU-rRNA	9	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5	9.31098696461825e-4	5/16323	0.2	3.039664804469274	1.210538161782321	0.28847825635529345	0.9999856440116122	0.9999856440116122	NOP9	1	0	0	0
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7	9.31098696461825e-4	7/16323	0.14285714285714285	2.171189146049481	0.8225027446453115	0.3790590185300956	0.9999856440116122	0.9999856440116122	NOP9	1	0	0	0
GO:0000492	box C/D snoRNP assembly	10	9.31098696461825e-4	10/16323	0.1	1.519832402234637	0.4363797343997949	0.4937914474547219	0.9999856440116122	0.9999856440116122	PIH1D1	1	5	-1.2660727535055163	0.2783291798761355
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000578	embryonic axis specification	7	9.31098696461825e-4	41/16323	0.024390243902439025	0.3706908298133261	-1.070706054913632	0.9388273212837828	0.9999856440116122	0.9999856440116122	TDRKH	1	9	-1.8538594184076354	0.1559980097339968
GO:0000712	resolution of meiotic recombination intermediates	17	0.00186219739292365	17/16323	0.11764705882352941	1.7880381202760434	0.8627125450417651	0.3091382173704522	0.9999856440116122	0.9999856440116122	CENPX/CENPS	2	3	-0.06209994917958028	0.8381507905455222
GO:0000722	telomere maintenance via recombination	10	0.002793296089385475	14/16323	0.21428571428571427	3.256783719074222	2.2418597344114555	0.05995389629417789	0.9999856440116122	0.9999856440116122	NSMCE2/TEP1/XRCC3	3	8	-0.6374640940831421	0.5066727114044761
GO:0000723	telomere maintenance	56	0.012104283054003724	162/16323	0.08024691358024691	1.2196185943858195	0.7455223110371348	0.2689480543376333	0.9999856440116122	0.9999856440116122	SMG6/RFC1/NSMCE2/ATM/INO80E/TEP1/SHLD1/PARP1/XRCC3/PCNA/BLM/RPA1/RECQL4	13	65	-1.2660727535055163	0.2783291798761355
GO:0000724	double-strand break repair via homologous recombination	102	0.0186219739292365	187/16323	0.10695187165775401	1.6254892002509485	2.2830258107029078	0.02178687727386965	0.9702125363111695	0.9702125363111694	VPS72/NSMCE2/ATM/POLL/ZFYVE26/MMS22L/ERCC6/MCM3/SHLD1/PARP1/RAD51B/XRCC3/SWSAP1/ABL1/BLM/RPA1/MCM7/RECQL4/RAD51AP1/CDC45	20	76	-0.9916359078037559	0.36294806858777684
GO:0000725	recombinational repair	6	0.0186219739292365	192/16323	0.10416666666666667	1.5831587523277468	2.1571230131391315	0.027972121024045	0.9999856440116122	0.9999856440116122	VPS72/NSMCE2/ATM/POLL/ZFYVE26/MMS22L/ERCC6/MCM3/SHLD1/PARP1/RAD51B/XRCC3/SWSAP1/ABL1/BLM/RPA1/MCM7/RECQL4/RAD51AP1/CDC45	20	78	-1.0176113942070164	0.3540161562856984
GO:0000727	double-strand break repair via break-induced replication	12	0.002793296089385475	12/16323	0.25	3.7995810055865924	2.574610361130373	0.039944202951753105	0.9999856440116122	0.9999856440116122	MCM3/MCM7/CDC45	3	0	0	0
